# OpenWrt RPM master-stats sample
# started_utc=2026-09-22T07:08:18Z
# duration_s=600 interval_s=10
# fields: uptime|APSS_count|MPSS_count|PRONTO_count|MPSS_shutdown_req|MPSS_wakeup_idx|MPSS_xo_count
# NOTE: uptime is /proc/uptime (the AP clock).  shutdown_req/wakeup_idx
# are GATED tick counters (~105 s of ticks per 324 s wall on Android),
# so use them for ORDERING and for a coarse period, never as a wall clock.
110.15|0|269|16|2126334372|2150567861|1274668296
120.18|0|278|16|2322940334|2322596990|1443909532
130.22|0|301|16|2534348382|2530020426|1560216548
140.25|0|321|16|2716154489|2715810570|1716381588
150.28|0|330|16|2912761156|2912417137|1909752497
160.32|0|345|16|3108041256|3113522317|2013047349
170.35|0|373|16|3306231250|3306571818|2161842783
180.39|0|383|16|3478011127|3477660413|2327487388
190.42|0|390|16|3689850494|3691535192|2472589312
200.45|0|414|16|3872023676|3869621160|2597245736
210.48|0|425|16|4067825634|4067479989|2785958859
220.52|0|434|16|4240825750|4239509010|2959785551
230.55|0|460|16|4461499980|4458872850|3069157047
240.59|0|473|16|4652595107|4652547014|3252319222
250.62|0|483|16|4829668272|4829331527|3426067068
260.66|0|496|16|5031330637|5036885087|3510983657
270.69|0|519|16|5222889985|5222544522|3662810759
280.72|0|533|16|5419496816|5419151033|3856135078
290.76|0|541|16|5618713877|5614436724|3943798147
300.80|0|566|16|5788996509|5786162867|4072246663
310.83|0|581|16|5984732697|5984396092|4260955819
320.86|0|588|16|6173741908|6107274433|4387216418
330.89|0|617|16|6389364281|6388707980|4508857264
340.93|0|633|16|6574559799|6574217401|4682014265
350.96|0|641|16|6746592132|6746246497|4859281726
361.00|0|660|16|6966216990|6965610323|4937134229
371.03|0|678|16|7139797240|7139458355|5089351774
381.07|0|688|16|7336556589|7335988098|5282758731
391.10|0|698|16|7537950973|7543507685|5374525268
401.14|0|727|16|7730718445|7729996326|5512989299
411.17|0|736|16|7926224010|7925887338|5705539983
421.21|0|743|16|8098253944|8097918229|5891031539
431.24|0|773|16|8312454222|8311863265|6002683274
441.27|0|789|16|8491521559|8491131221|6163422606
451.30|0|798|16|8693265116|8698823108|6320397361
461.34|0|821|16|8893654240|8889280129|6415263653
471.37|0|840|16|9081341576|9080951351|6579195199
481.41|0|849|16|9277939954|9277556113|6772311393
491.45|0|865|16|9466962475|9466297946|6900566606
501.48|0|889|16|9646797005|9645990127|7042416672
511.52|0|901|16|9843147343|9842800577|7232457105
521.55|0|919|16|10001092381|10001192465|7328002352
531.59|0|942|16|10235283345|10240817100|7443965255
541.62|0|956|16|10434583463|10434569783|7625735099
551.65|0|965|16|10604990092|10604651585|7806852642
561.69|0|992|16|10819305164|10818715614|7919518753
571.72|0|1004|16|10998209735|10997864592|8087330703
581.75|0|1014|16|11170234389|11169895447|8266305861
591.79|0|1034|16|11396530645|11395940893|8345974486
601.82|0|1061|16|11590862376|11588632908|8495730578
611.86|0|1072|16|11760062676|11759715581|8685229833
621.89|0|1081|16|11968263851|11973628481|8828052430
631.93|0|1112|16|12154080656|12151688659|8955723329
641.96|0|1127|16|12349882778|12349535746|9144312536
651.99|0|1136|16|12551272561|12544461594|9286886027
662.03|0|1156|16|12743353833|12742545408|9426246114
672.06|0|1172|16|12939748024|12939357603|9615700778
682.10|0|1179|16|13111778650|13111386108|9784672133
692.13|0|1187|16|13308386108|13307993209|9977937468
702.16|0|1197|16|13504992443|13504599726|10170856258
712.20|0|1205|16|13701598825|13701206274|10363967572
# finished_utc=2026-09-22T07:18:20Z
