uptime,oops,fatal,ssr,retries,rebuilds,pc_irq,pc_resync,pc_state,pc_line,rx_mapped,cmd_open,tx_pkts,rx_pkts,defer_q,defer_sub,defer_keep,defer_wipe_live,guard_hits
452.42,0,0,0,0,0,92,0,0,0,32,8,1591,1579,58,58,54,0,0
462.56,0,0,0,0,0,94,0,0,0,32,8,1631,1619,59,59,55,0,0
472.69,0,0,0,0,0,97,0,1,1,32,8,1697,1684,61,61,57,0,0
482.82,0,0,0,0,0,99,0,1,1,32,8,1752,1740,62,62,58,0,0
492.96,0,0,0,0,0,102,0,0,0,32,8,1792,1780,63,63,59,0,0
503.10,0,0,0,0,0,104,0,0,0,32,8,1835,1823,65,65,60,0,0
513.23,0,0,0,0,0,106,0,0,0,32,8,1875,1863,66,66,61,0,0
523.36,0,0,0,0,0,109,0,1,1,32,8,1941,1928,68,68,63,0,0
533.49,0,0,0,0,0,111,0,1,1,32,8,1996,1984,69,69,64,0,0
543.63,0,0,0,0,0,114,0,0,0,32,8,2036,2024,70,70,65,0,0
553.75,0,0,0,0,0,116,0,0,0,32,8,2076,2064,71,71,66,0,0
563.88,0,0,0,0,0,119,0,1,1,32,8,2119,2107,73,73,68,0,0
574.01,0,0,0,0,0,121,0,1,1,32,8,2186,2173,74,74,69,0,0
584.15,0,0,0,0,0,123,0,1,1,32,8,2239,2227,75,75,70,0,0
594.29,0,0,0,0,0,126,0,0,0,32,8,2279,2267,76,76,71,0,0
604.42,0,0,0,0,0,128,0,0,0,32,8,2320,2308,77,77,72,0,0
614.55,0,0,0,0,0,131,0,1,1,32,8,2361,2348,79,79,74,0,0
624.68,0,0,0,0,0,133,0,1,1,32,8,2431,2418,80,80,75,0,0
634.81,0,0,0,0,0,135,0,1,1,32,8,2483,2471,82,82,76,0,0
644.95,0,0,0,0,0,138,0,0,0,32,8,2523,2511,83,83,77,0,0
655.08,0,0,0,0,0,140,0,0,0,32,8,2563,2551,84,84,78,0,0
665.21,0,0,0,0,0,145,0,1,1,32,8,2607,2594,87,87,81,0,0
675.34,0,0,0,0,0,147,0,1,1,32,8,2675,2662,88,88,82,0,0
685.48,0,0,0,0,0,149,0,1,1,32,8,2724,2712,89,89,83,0,0
695.61,0,0,0,0,0,152,0,0,0,32,8,2765,2753,90,90,84,0,0
705.74,0,0,0,0,0,154,0,0,0,32,8,2807,2795,92,92,85,0,0
715.87,0,0,0,0,0,157,0,1,1,32,8,2852,2839,94,94,87,0,0
726.00,0,0,0,0,0,159,0,1,1,32,8,2920,2907,95,95,88,0,0
736.13,0,0,0,0,0,161,0,1,1,32,8,2967,2955,96,96,89,0,0
746.28,0,0,0,0,0,164,0,0,0,32,8,3007,2995,97,97,90,0,0
756.41,0,0,0,0,0,166,0,0,0,32,8,3047,3035,98,98,91,0,0
766.54,0,0,0,0,0,169,0,1,1,32,8,3093,3080,100,100,93,0,0
776.67,0,0,0,0,0,171,0,1,1,32,8,3161,3149,101,101,94,0,0
786.80,0,0,0,0,0,173,0,1,1,32,8,3207,3195,102,102,95,0,0
796.94,0,0,0,0,0,176,0,0,0,32,8,3248,3236,103,103,96,0,0
807.07,0,0,0,0,0,178,0,0,0,32,8,3288,3276,104,104,97,0,0
817.21,0,0,0,0,0,181,0,1,1,32,8,3335,3322,106,106,99,0,0
827.33,0,0,0,0,0,185,0,1,1,32,8,3406,3393,108,108,101,0,0
837.45,0,0,0,0,0,187,0,1,1,32,8,3451,3439,109,109,102,0,0
847.59,0,0,0,0,0,190,0,0,0,32,8,3491,3479,110,110,103,0,0
857.73,0,0,0,0,0,192,0,0,0,32,8,3531,3519,111,111,104,0,0
867.86,0,0,0,0,0,195,0,1,1,32,8,3579,3566,113,113,106,0,0
878.00,0,0,0,0,0,197,0,1,1,32,8,3647,3634,114,114,107,0,0
888.13,0,0,0,0,0,199,0,1,1,32,8,3691,3679,115,115,108,0,0
898.26,0,0,0,0,0,202,0,0,0,32,8,3731,3719,116,116,109,0,0
908.40,0,0,0,0,0,204,0,0,0,32,8,3771,3759,117,117,110,0,0
918.53,0,1,1,0,0,206,0,0,0,32,16,3811,3799,118,118,111,0,0
936.76,0,1,1,0,0,209,0,1,1,32,16,3812,3799,119,119,112,0,0
946.90,0,1,1,0,0,211,0,1,1,32,16,3874,3860,120,120,113,0,0
957.04,0,1,1,0,0,215,0,1,1,32,16,3933,3920,122,122,115,0,0
967.18,0,1,1,0,0,218,0,0,0,32,16,3975,3962,124,124,117,0,0
977.31,0,1,1,0,0,220,0,0,0,32,16,4017,4004,125,125,118,0,0
