uptime,oops,fatal,ssr,retries,rebuilds,pc_irq,pc_resync,pc_state,pc_line,rx_mapped,cmd_open,tx_pkts,rx_pkts,defer_q,defer_sub,defer_keep,defer_wipe_live,guard_hits
3696.30,0,3,3,0,0,899,0,1,1,32,32,16074,15969,487,487,460,0,0
3706.45,0,4,4,0,0,900,0,0,0,32,40,16077,15969,488,488,460,0,0
3749.86,0,4,4,0,0,910,0,0,0,32,40,16159,16046,492,492,464,0,0
3760.00,0,4,4,0,0,913,0,1,1,32,40,16228,16114,494,494,466,0,0
3770.15,0,4,4,0,0,916,0,0,0,32,40,16279,16166,495,495,467,0,0
3780.29,0,4,4,0,0,918,0,0,0,32,40,16319,16206,496,496,468,0,0
3790.43,0,4,4,0,0,920,0,0,0,32,40,16359,16246,497,497,469,0,0
3800.58,0,4,4,0,0,923,0,1,1,32,40,16439,16326,499,499,471,0,0
3810.72,0,4,4,0,0,926,0,0,0,32,40,16479,16366,500,500,472,0,0
3820.88,0,4,4,0,0,928,0,0,0,32,40,16519,16406,501,501,473,0,0
3831.02,0,4,4,0,0,931,0,1,1,32,40,16567,16453,503,503,475,0,0
3841.16,0,4,4,0,0,933,0,1,1,32,40,16639,16526,504,504,476,0,0
3851.31,0,4,4,0,0,936,0,0,0,32,40,16680,16567,505,505,477,0,0
3861.46,0,4,4,0,0,938,0,0,0,32,40,16720,16607,506,506,478,0,0
3871.61,0,4,4,0,0,941,0,1,1,32,40,16783,16669,508,508,480,0,0
3881.75,0,4,4,0,0,944,0,0,0,32,40,16840,16727,509,509,481,0,0
3891.90,0,4,4,0,0,946,0,0,0,32,40,16880,16767,510,510,482,0,0
3902.05,0,4,4,0,0,948,0,0,0,32,40,16920,16807,511,511,483,0,0
3912.20,0,4,4,0,0,951,0,1,1,32,40,16995,16881,513,513,485,0,0
3922.35,0,4,4,0,0,953,0,1,1,32,40,17042,16929,514,514,486,0,0
3932.50,0,4,4,0,0,956,0,0,0,32,40,17082,16969,515,515,487,0,0
3942.64,0,4,4,0,0,959,0,1,1,32,40,17128,17014,517,517,489,0,0
3952.78,0,4,4,0,0,961,0,1,1,32,40,17202,17089,518,518,490,0,0
3962.93,0,4,4,0,0,964,0,0,0,32,40,17242,17129,519,519,491,0,0
3973.08,0,4,4,0,0,966,0,0,0,32,40,17283,17170,520,520,492,0,0
3983.23,0,4,4,0,0,969,0,1,1,32,40,17339,17225,522,522,494,0,0
3993.38,0,4,4,0,0,971,0,1,1,32,40,17403,17290,523,523,495,0,0
4003.53,0,4,4,0,0,974,0,0,0,32,40,17443,17330,524,524,496,0,0
4013.67,0,4,4,0,0,976,0,0,0,32,40,17483,17370,525,525,497,0,0
4023.82,0,4,4,0,0,979,0,1,1,32,40,17547,17433,527,527,499,0,0
4033.96,0,4,4,0,0,982,0,0,0,32,40,17603,17490,528,528,500,0,0
4044.11,0,4,4,0,0,984,0,0,0,32,40,17643,17530,529,529,501,0,0
4054.26,0,4,4,0,0,986,0,0,0,32,40,17683,17570,530,530,502,0,0
4064.40,0,4,4,0,0,989,0,1,1,32,40,17759,17646,532,532,504,0,0
4074.55,0,4,4,0,0,992,0,0,0,32,40,17803,17690,533,533,505,0,0
4084.70,0,4,4,0,0,994,0,0,0,32,40,17843,17730,534,534,506,0,0
4094.84,0,4,4,0,0,997,0,1,1,32,40,17886,17772,536,536,508,0,0
4104.99,0,4,4,0,0,999,0,1,1,32,40,17963,17850,537,537,509,0,0
4115.14,0,4,4,0,0,1002,0,0,0,32,40,18003,17890,538,538,510,0,0
4125.29,0,4,4,0,0,1004,0,0,0,32,40,18043,17930,539,539,511,0,0
4135.43,0,4,4,0,0,1007,0,1,1,32,40,18095,17981,541,541,513,0,0
4145.56,0,4,4,0,0,1009,0,1,1,32,40,18163,18050,542,542,514,0,0
4155.71,0,4,4,0,0,1012,0,0,0,32,40,18203,18090,543,543,515,0,0
4165.87,0,4,4,0,0,1014,0,0,0,32,40,18243,18130,544,544,516,0,0
4176.02,0,4,4,0,0,1017,0,1,1,32,40,18308,18194,546,546,518,0,0
4186.16,0,4,4,0,0,1020,0,0,0,32,40,18363,18250,547,547,519,0,0
4196.31,0,4,4,0,0,1022,0,0,0,32,40,18403,18290,548,548,520,0,0
4206.46,0,4,4,0,0,1024,0,0,0,32,40,18443,18330,549,549,521,0,0
4216.61,0,4,4,0,0,1027,0,1,1,32,40,18522,18409,551,551,523,0,0
4226.76,0,4,4,0,0,1030,0,0,0,32,40,18563,18450,552,552,524,0,0
4236.90,0,4,4,0,0,1032,0,0,0,32,40,18603,18490,553,553,525,0,0
4247.05,0,4,4,0,0,1035,0,1,1,32,40,18654,18541,555,555,527,0,0
4257.20,0,4,4,0,0,1037,0,1,1,32,40,18723,18610,556,556,528,0,0
4267.35,0,4,4,0,0,1040,0,0,0,32,40,18763,18650,557,557,529,0,0
4277.49,0,4,4,0,0,1042,0,0,0,32,40,18803,18690,558,558,530,0,0
4287.64,0,4,4,0,0,1045,0,1,1,32,40,18871,18757,560,560,532,0,0
4297.79,0,4,4,0,0,1048,0,0,0,32,40,18923,18810,561,561,533,0,0
4307.93,0,4,4,0,0,1050,0,0,0,32,40,18963,18850,562,562,534,0,0
4318.08,0,4,4,0,0,1052,0,0,0,32,40,19003,18890,563,563,535,0,0
4328.22,0,4,4,0,0,1055,0,1,1,32,40,19083,18970,565,565,537,0,0
4338.37,0,4,4,0,0,1058,0,0,0,32,40,19123,19010,566,566,538,0,0
4348.53,0,4,4,0,0,1060,0,0,0,32,40,19163,19050,567,567,539,0,0
4358.67,0,4,4,0,0,1063,0,1,1,32,40,19223,19109,569,569,541,0,0
4368.82,0,4,4,0,0,1065,0,1,1,32,40,19283,19170,570,570,542,0,0
4378.96,0,4,4,0,0,1068,0,0,0,32,40,19323,19210,571,571,543,0,0
4389.11,0,4,4,0,0,1070,0,0,0,32,40,19364,19251,572,572,544,0,0
4399.26,0,4,4,0,0,1073,0,1,1,32,40,19429,19315,574,574,546,0,0
4409.41,0,4,4,0,0,1075,0,1,1,32,40,19484,19371,575,575,547,0,0
4419.55,0,4,4,0,0,1078,0,0,0,32,40,19524,19411,576,576,548,0,0
4429.70,0,4,4,0,0,1080,0,0,0,32,40,19565,19452,577,577,549,0,0
4439.84,0,4,4,0,0,1083,0,1,1,32,40,19638,19524,579,579,551,0,0
4449.99,0,4,4,0,0,1088,0,0,0,32,40,19686,19573,581,581,553,0,0
4460.14,0,4,4,0,0,1090,0,0,0,32,40,19726,19613,582,582,554,0,0
