uptime,oops,fatal,ssr,retries,rebuilds,pc_irq,pc_resync,pc_state,pc_line,rx_mapped,cmd_open,tx_pkts,rx_pkts,defer_q,defer_sub,defer_keep,defer_wipe_live,guard_hits
852.33,0,0,0,0,0,181,0,1,1,32,8,2627,2607,120,120,104,0,0
862.47,0,0,0,0,0,184,0,0,0,32,8,2667,2647,121,121,105,0,0
872.60,0,0,0,0,0,186,0,0,0,32,8,2707,2687,122,122,106,0,0
882.73,0,0,0,0,0,189,0,1,1,32,8,2757,2736,124,124,108,0,0
892.86,0,0,0,0,0,193,0,1,1,32,8,2829,2809,126,126,110,0,0
902.99,0,0,0,0,0,196,0,0,0,32,8,2870,2850,127,127,111,0,0
913.12,0,1,1,0,0,198,0,0,0,0,8,2910,2890,128,128,112,0,0
947.41,0,1,1,0,0,205,0,1,1,32,16,2992,2969,130,130,114,0,0
957.56,0,1,1,0,0,210,0,0,0,32,16,3033,3010,132,132,116,0,0
967.72,0,1,1,0,0,212,0,0,0,32,16,3073,3050,133,133,117,0,0
977.85,0,1,1,0,0,215,0,1,1,32,16,3139,3115,135,135,119,0,0
987.98,0,1,1,0,0,217,0,1,1,32,16,3193,3170,136,136,120,0,0
998.12,0,1,1,0,0,220,0,0,0,32,16,3233,3210,137,137,121,0,0
1008.26,0,1,1,0,0,222,0,0,0,32,16,3273,3250,138,138,122,0,0
1018.40,0,1,1,0,0,225,0,1,1,32,16,3342,3319,140,140,124,0,0
1028.53,0,1,1,0,0,231,0,1,1,32,16,3396,3372,143,143,127,0,0
1038.67,0,1,1,0,0,234,0,0,0,32,16,3436,3413,144,144,128,0,0
1048.80,0,1,1,0,0,236,0,0,0,32,16,3476,3453,145,145,129,0,0
1058.94,0,1,1,0,0,239,0,1,1,32,16,3544,3520,147,147,131,0,0
1069.07,0,1,1,0,0,241,0,1,1,32,16,3596,3573,148,148,132,0,0
1079.21,0,1,1,0,0,245,0,1,1,32,16,3637,3614,150,150,134,0,0
1089.36,0,1,1,0,0,248,0,0,0,32,16,3677,3654,151,151,135,0,0
1099.50,0,1,1,0,0,251,0,1,1,32,16,3744,3720,153,153,137,0,0
1109.64,0,1,1,0,0,253,0,1,1,32,16,3797,3774,154,154,138,0,0
1119.78,0,1,1,0,0,256,0,0,0,32,16,3837,3814,155,155,139,0,0
1129.91,0,1,1,0,0,258,0,0,0,32,16,3877,3854,156,156,140,0,0
1140.05,0,1,1,0,0,261,0,1,1,32,16,3935,3911,158,158,142,0,0
1150.18,0,1,1,0,0,263,0,1,1,32,16,3998,3975,159,159,143,0,0
1160.32,0,1,1,0,0,269,0,1,1,32,16,4040,4017,162,162,146,0,0
1170.46,0,1,1,0,0,272,0,0,0,32,16,4080,4057,163,163,147,0,0
1180.59,0,1,1,0,0,275,0,1,1,32,16,4138,4114,165,165,149,0,0
1190.73,0,1,1,0,0,277,0,1,1,32,16,4200,4177,166,166,150,0,0
1200.86,0,1,1,0,0,280,0,0,0,32,16,4240,4217,167,167,151,0,0
1211.00,0,1,1,0,0,283,0,1,1,32,16,4281,4258,169,169,153,0,0
1221.14,0,1,1,0,0,285,0,1,1,32,16,4336,4312,171,171,154,0,0
1231.28,0,1,1,0,0,287,0,1,1,32,16,4401,4378,172,172,155,0,0
1241.42,0,1,1,0,0,290,0,0,0,32,16,4441,4418,173,173,156,0,0
1251.56,0,1,1,0,0,292,0,0,0,32,16,4481,4458,174,174,157,0,0
1261.69,0,1,1,0,0,295,0,1,1,32,16,4529,4506,176,176,159,0,0
1271.83,0,1,1,0,0,297,0,1,1,32,16,4601,4578,177,177,160,0,0
1281.96,0,1,1,0,0,302,0,0,0,32,16,4642,4619,179,179,162,0,0
1292.10,0,1,1,0,0,304,0,0,0,32,16,4684,4661,180,180,163,0,0
1302.24,0,1,1,0,0,307,0,1,1,32,16,4728,4704,182,182,165,0,0
1312.37,0,1,1,0,0,309,0,1,1,32,16,4804,4780,183,183,166,0,0
1322.51,0,1,1,0,0,311,0,1,1,32,16,4844,4821,184,184,167,0,0
1332.65,0,1,1,0,0,314,0,0,0,32,16,4884,4861,185,185,168,0,0
1342.78,0,1,1,0,0,318,0,0,0,32,16,4926,4902,188,188,171,0,0
1352.90,0,1,1,0,0,321,0,1,1,32,16,5005,4982,189,189,172,0,0
1363.03,0,1,1,0,0,324,0,0,0,32,16,5045,5022,190,190,173,0,0
1373.17,0,1,1,0,0,326,0,0,0,32,16,5085,5062,191,191,174,0,0
1383.31,0,1,1,0,0,329,0,1,1,32,16,5128,5104,193,193,176,0,0
1393.44,0,1,1,0,0,331,0,1,1,32,16,5204,5180,194,194,177,0,0
1403.58,0,1,1,0,0,333,0,1,1,32,16,5245,5222,195,195,178,0,0
1413.72,0,1,1,0,0,336,0,0,0,32,16,5286,5263,197,197,179,0,0
1423.86,0,1,1,0,0,340,0,0,0,32,16,5328,5305,200,200,182,0,0
1434.00,0,1,1,0,0,343,0,1,1,32,16,5395,5371,202,202,184,0,0
1444.13,0,1,1,0,0,345,0,1,1,32,16,5448,5425,203,203,185,0,0
1454.27,0,1,1,0,0,348,0,0,0,32,16,5488,5465,204,204,186,0,0
1464.40,0,1,1,0,0,350,0,0,0,32,16,5528,5505,205,205,187,0,0
1474.54,0,1,1,0,0,353,0,1,1,32,16,5584,5560,208,208,189,0,0
1484.67,0,1,1,0,0,355,0,1,1,32,16,5649,5626,209,209,190,0,0
1494.81,0,1,1,0,0,358,0,0,0,32,16,5689,5666,210,210,191,0,0
1504.95,0,1,1,0,0,360,0,0,0,32,16,5729,5706,211,211,192,0,0
1515.09,0,1,1,0,0,362,0,0,0,32,16,5770,5746,213,213,194,0,0
1525.23,0,1,1,0,0,365,0,1,1,32,16,5847,5823,214,214,195,0,0
1535.36,0,1,1,0,0,367,0,1,1,32,16,5889,5866,215,215,196,0,0
1545.50,0,1,1,0,0,370,0,0,0,32,16,5930,5907,217,217,197,0,0
1555.63,0,1,1,0,0,375,0,1,1,32,16,5972,5949,220,220,200,0,0
1565.77,0,1,1,0,0,377,0,1,1,32,16,6050,6026,221,221,201,0,0
1575.92,0,1,1,0,0,379,0,1,1,32,16,6092,6069,222,222,202,0,0
1586.06,0,1,1,0,0,382,0,0,0,32,16,6132,6109,223,223,203,0,0
1596.20,0,1,1,0,0,384,0,0,0,32,16,6172,6149,224,224,204,0,0
1606.34,0,1,1,0,0,387,0,1,1,32,16,6237,6213,226,226,206,0,0
1616.47,0,1,1,0,0,389,0,1,1,32,16,6292,6269,227,227,207,0,0
1626.61,0,1,1,0,0,392,0,0,0,32,16,6332,6309,228,228,208,0,0
1636.75,0,1,1,0,0,394,0,0,0,32,16,6372,6349,229,229,209,0,0
1646.88,0,1,1,0,0,397,0,1,1,32,16,6417,6393,231,231,211,0,0
1657.00,0,1,1,0,0,399,0,1,1,32,16,6492,6469,232,232,212,0,0
1667.14,0,1,1,0,0,402,0,0,0,32,16,6532,6509,233,233,213,0,0
1677.28,0,1,1,0,0,404,0,0,0,32,16,6572,6549,234,234,214,0,0
1687.42,0,1,1,0,0,407,0,1,1,32,16,6618,6594,236,236,216,0,0
1697.55,0,1,1,0,0,409,0,1,1,32,16,6692,6669,237,237,217,0,0
1707.69,0,1,1,0,0,412,0,0,0,32,16,6732,6709,238,238,218,0,0
1717.83,0,1,1,0,0,414,0,0,0,32,16,6772,6749,239,239,219,0,0
1727.96,0,1,1,0,0,417,0,1,1,32,16,6814,6790,241,241,221,0,0
1738.10,0,1,1,0,0,419,0,1,1,32,16,6892,6868,242,242,222,0,0
1748.23,0,1,1,0,0,422,0,0,0,32,16,6933,6910,243,243,223,0,0
1758.37,0,1,1,0,0,424,0,0,0,32,16,6973,6950,244,244,224,0,0
1768.50,0,1,1,0,0,426,0,0,0,32,16,7013,6990,245,245,225,0,0
1778.63,0,1,1,0,0,429,0,1,1,32,16,7089,7065,247,247,227,0,0
1788.76,0,1,1,0,0,431,0,1,1,32,16,7133,7110,248,248,228,0,0
1798.90,0,1,1,0,0,435,0,1,1,32,16,7174,7151,250,250,230,0,0
1809.04,0,1,1,0,0,438,0,0,0,32,16,7214,7191,251,251,231,0,0
1819.19,0,1,1,0,0,441,0,1,1,32,16,7257,7232,253,253,233,0,0
1829.32,0,1,1,0,0,441,0,1,1,32,16,7269,7233,253,253,233,0,0
1839.47,0,1,1,0,0,443,0,1,1,32,16,7279,7233,254,254,234,0,0
1849.60,0,1,1,0,0,443,0,1,1,32,16,7289,7233,254,254,234,0,0
1859.75,0,2,2,0,0,444,0,0,0,32,24,7295,7233,255,255,234,0,0
1913.20,0,2,2,0,0,450,0,0,0,32,24,7377,7313,258,258,236,0,0
1923.35,0,2,2,0,0,452,0,0,0,32,24,7417,7353,259,259,237,0,0
1933.49,0,2,2,0,0,455,0,1,1,32,24,7489,7424,261,261,239,0,0
1943.62,0,2,2,0,0,458,0,0,0,32,24,7537,7473,262,262,240,0,0
1953.76,0,2,2,0,0,460,0,0,0,32,24,7577,7513,263,263,241,0,0
1963.91,0,2,2,0,0,462,0,0,0,32,24,7617,7553,264,264,242,0,0
1974.05,0,2,2,0,0,465,0,1,1,32,24,7697,7633,266,266,244,0,0
1984.20,0,2,2,0,0,468,0,0,0,32,24,7737,7673,267,267,245,0,0
1994.33,0,2,2,0,0,470,0,0,0,32,24,7777,7713,268,268,246,0,0
2004.48,0,2,2,0,0,473,0,1,1,32,24,7832,7767,270,270,248,0,0
2014.62,0,2,2,0,0,477,0,1,1,32,24,7898,7834,272,272,250,0,0
2024.76,0,2,2,0,0,480,0,0,0,32,24,7938,7874,273,273,251,0,0
2034.89,0,2,2,0,0,482,0,0,0,32,24,7978,7914,274,274,252,0,0
2045.04,0,2,2,0,0,485,0,1,1,32,24,8048,7983,276,276,254,0,0
2055.17,0,2,2,0,0,488,0,0,0,32,24,8098,8034,277,277,255,0,0
2065.31,0,2,2,0,0,491,0,1,1,32,24,8139,8075,279,279,257,0,0
2075.45,0,2,2,0,0,494,0,0,0,32,24,8179,8115,280,280,258,0,0
2085.59,0,2,2,0,0,499,0,1,1,32,24,8260,8196,283,283,261,0,0
2095.73,0,2,2,0,0,502,0,0,0,32,24,8300,8236,284,284,262,0,0
2105.87,0,2,2,0,0,504,0,0,0,32,24,8341,8277,285,285,263,0,0
2116.01,0,2,2,0,0,507,0,1,1,32,24,8392,8327,287,287,265,0,0
2126.14,0,2,2,0,0,509,0,1,1,32,24,8461,8397,288,288,266,0,0
2136.29,0,2,2,0,0,512,0,0,0,32,24,8501,8437,289,289,267,0,0
2146.43,0,2,2,0,0,514,0,0,0,32,24,8541,8477,290,290,268,0,0
2156.56,0,2,2,0,0,517,0,1,1,32,24,8604,8539,292,292,270,0,0
2166.69,0,2,2,0,0,519,0,1,0,32,24,8661,8597,293,293,271,0,0
2176.84,0,2,2,0,0,522,0,0,0,32,24,8701,8637,294,294,272,0,0
2186.98,0,2,2,0,0,524,0,0,0,32,24,8741,8677,295,295,273,0,0
2197.11,0,2,2,0,0,527,0,1,1,32,24,8817,8752,297,297,275,0,0
2207.25,0,2,2,0,0,530,0,0,0,32,24,8861,8797,298,298,276,0,0
2217.40,0,2,2,0,0,532,0,0,0,32,24,8901,8837,299,299,277,0,0
2227.55,0,2,2,0,0,535,0,1,1,32,24,8950,8886,301,301,279,0,0
2237.69,0,2,2,0,0,537,0,1,1,32,24,9021,8957,302,302,280,0,0
2247.83,0,2,2,0,0,540,0,0,0,32,24,9061,8997,303,303,281,0,0
2257.97,0,2,2,0,0,542,0,0,0,32,24,9101,9037,304,304,282,0,0
2268.11,0,2,2,0,0,545,0,1,1,32,24,9167,9102,306,306,284,0,0
2278.25,0,2,2,0,0,550,0,0,0,32,24,9222,9158,308,308,286,0,0
2288.39,0,2,2,0,0,552,0,0,0,32,24,9262,9198,309,309,287,0,0
2298.53,0,2,2,0,0,554,0,0,0,32,24,9302,9238,310,310,288,0,0
2308.67,0,2,2,0,0,557,0,1,1,32,24,9382,9317,312,312,290,0,0
2318.80,0,2,2,0,0,560,0,0,0,32,24,9422,9358,313,313,291,0,0
2328.95,0,2,2,0,0,562,0,0,0,32,24,9463,9399,314,314,292,0,0
2339.09,0,2,2,0,0,565,0,1,1,32,24,9512,9447,316,316,294,0,0
2349.23,0,2,2,0,0,567,0,1,1,32,24,9584,9520,317,317,295,0,0
2359.38,0,2,2,0,0,570,0,0,0,32,24,9624,9560,318,318,296,0,0
2369.52,0,2,2,0,0,572,0,0,0,32,24,9665,9601,320,320,297,0,0
2379.66,0,2,2,0,0,575,0,1,1,32,24,9728,9663,322,322,299,0,0
2389.80,0,2,2,0,0,577,0,1,1,32,24,9785,9721,323,323,300,0,0
2399.93,0,2,2,0,0,580,0,0,0,32,24,9825,9761,324,324,301,0,0
2410.07,0,2,2,0,0,582,0,0,0,32,24,9865,9801,325,325,302,0,0
2420.21,0,2,2,0,0,585,0,1,1,32,24,9938,9873,327,327,304,0,0
2430.35,0,2,2,0,0,588,0,0,0,32,24,9985,9921,328,328,305,0,0
2440.49,0,2,2,0,0,590,0,0,0,32,24,10025,9961,329,329,306,0,0
2450.64,0,2,2,0,0,592,0,0,0,32,24,10065,10001,330,330,307,0,0
2460.77,0,2,2,0,0,595,0,1,1,32,24,10145,10081,332,332,309,0,0
2470.92,0,2,2,0,0,598,0,0,0,32,24,10185,10121,333,333,310,0,0
2481.06,0,2,2,0,0,600,0,0,0,32,24,10225,10161,334,334,311,0,0
2491.20,0,2,2,0,0,603,0,1,1,32,24,10274,10209,336,336,313,0,0
2501.35,0,2,2,0,0,605,0,1,1,32,24,10345,10281,337,337,314,0,0
2511.49,0,2,2,0,0,608,0,0,0,32,24,10385,10321,338,338,315,0,0
2521.63,0,2,2,0,0,610,0,0,0,32,24,10425,10361,339,339,316,0,0
2531.77,0,2,2,0,0,613,0,1,1,32,24,10484,10419,341,341,318,0,0
2541.91,0,2,2,0,0,615,0,1,1,32,24,10546,10482,342,342,319,0,0
2552.05,0,2,2,0,0,618,0,0,0,32,24,10586,10522,343,343,320,0,0
2562.19,0,2,2,0,0,620,0,0,0,32,24,10626,10562,344,344,321,0,0
2572.33,0,2,2,0,0,623,0,1,1,32,24,10703,10638,346,346,323,0,0
2582.46,0,2,2,0,0,626,0,0,0,32,24,10746,10682,347,347,324,0,0
2592.61,0,2,2,0,0,628,0,0,0,32,24,10786,10722,348,348,325,0,0
2602.75,0,2,2,0,0,631,0,1,1,32,24,10835,10770,350,350,327,0,0
2612.88,0,2,2,0,0,633,0,1,1,32,24,10908,10844,351,351,328,0,0
2623.03,0,2,2,0,0,636,0,0,0,32,24,10948,10884,352,352,329,0,0
2633.16,0,2,2,0,0,638,0,0,0,32,24,10989,10925,353,353,330,0,0
2643.30,0,2,2,0,0,641,0,1,1,32,24,11048,10984,355,355,332,0,0
2653.44,0,2,2,0,0,643,0,1,1,32,24,11109,11045,356,356,333,0,0
2663.59,0,2,2,0,0,646,0,0,0,32,24,11149,11085,357,357,334,0,0
2673.73,0,2,2,0,0,648,0,0,0,32,24,11189,11125,358,358,335,0,0
2683.87,0,2,2,0,0,651,0,1,1,32,24,11260,11195,360,360,337,0,0
2694.00,0,2,2,0,0,654,0,0,0,32,24,11309,11245,361,361,338,0,0
2704.13,0,2,2,0,0,656,0,0,0,32,24,11349,11285,362,362,339,0,0
2714.28,0,2,2,0,0,658,0,0,0,32,24,11389,11325,363,363,340,0,0
2724.42,0,2,2,0,0,661,0,1,1,32,24,11469,11405,365,365,342,0,0
2734.56,0,2,2,0,0,664,0,0,0,32,24,11509,11445,366,366,343,0,0
2744.71,0,2,2,0,0,666,0,0,0,32,24,11549,11485,367,367,344,0,0
2754.85,0,2,2,0,0,669,0,1,1,32,24,11601,11536,369,369,346,0,0
2764.99,0,3,3,0,0,670,0,0,0,32,32,11629,11565,369,369,346,0,0
2793.54,0,3,3,0,0,676,0,0,0,32,32,11712,11641,372,372,348,0,0
2803.68,0,3,3,0,0,678,0,0,0,32,32,11752,11681,373,373,349,0,0
2813.82,0,3,3,0,0,681,0,1,1,32,32,11827,11755,375,375,351,0,0
2823.96,0,3,3,0,0,684,0,0,0,32,32,11872,11801,376,376,352,0,0
2834.10,0,3,3,0,0,686,0,0,0,32,32,11912,11841,377,377,353,0,0
2844.25,0,3,3,0,0,689,0,1,1,32,32,11957,11885,379,379,355,0,0
2854.40,0,3,3,0,0,691,0,1,1,32,32,12033,11962,380,380,356,0,0
2864.55,0,3,3,0,0,694,0,0,0,32,32,12073,12002,381,381,357,0,0
2874.69,0,3,3,0,0,698,0,0,0,32,32,12114,12043,383,383,359,0,0
2884.84,0,3,3,0,0,701,0,1,1,32,32,12174,12102,385,385,361,0,0
2894.98,0,3,3,0,0,703,0,1,1,32,32,12235,12164,387,387,362,0,0
2905.13,0,3,3,0,0,706,0,0,0,32,32,12275,12204,388,388,363,0,0
2915.27,0,3,3,0,0,708,0,0,0,32,32,12315,12244,389,389,364,0,0
2925.42,0,3,3,0,0,711,0,1,1,32,32,12389,12317,391,391,366,0,0
2935.56,0,3,3,0,0,714,0,0,0,32,32,12435,12364,392,392,367,0,0
2945.70,0,3,3,0,0,716,0,0,0,32,32,12475,12404,393,393,368,0,0
2955.84,0,3,3,0,0,719,0,1,1,32,32,12519,12448,395,395,370,0,0
2965.98,0,3,3,0,0,721,0,1,1,32,32,12595,12524,396,396,371,0,0
2976.13,0,3,3,0,0,724,0,0,0,32,32,12635,12564,397,397,372,0,0
2986.28,0,3,3,0,0,726,0,0,0,32,32,12675,12604,398,398,373,0,0
2996.42,0,3,3,0,0,729,0,1,1,32,32,12730,12658,400,400,375,0,0
3006.56,0,3,3,0,0,731,0,1,1,32,32,12795,12724,401,401,376,0,0
3016.71,0,3,3,0,0,734,0,0,0,32,32,12835,12764,402,402,377,0,0
3026.85,0,3,3,0,0,736,0,0,0,32,32,12875,12804,403,403,378,0,0
3036.99,0,3,3,0,0,739,0,1,1,32,32,12940,12868,405,405,380,0,0
3047.13,0,3,3,0,0,742,0,0,0,32,32,12995,12924,406,406,381,0,0
3057.27,0,3,3,0,0,744,0,0,0,32,32,13035,12964,407,407,382,0,0
3067.40,0,3,3,0,0,746,0,0,0,32,32,13075,13004,408,408,383,0,0
3077.53,0,3,3,0,0,749,0,1,1,32,32,13142,13070,410,410,385,0,0
3087.67,0,3,3,0,0,752,0,0,0,32,32,13195,13124,411,411,386,0,0
3097.81,0,3,3,0,0,754,0,0,0,32,32,13235,13164,412,412,387,0,0
3107.96,0,3,3,0,0,756,0,0,0,32,32,13275,13204,413,413,388,0,0
3118.11,0,3,3,0,0,759,0,1,1,32,32,13350,13278,415,415,390,0,0
3128.24,0,3,3,0,0,762,0,0,0,32,32,13395,13324,416,416,391,0,0
3138.38,0,3,3,0,0,764,0,0,0,32,32,13435,13364,417,417,392,0,0
3148.53,0,3,3,0,0,767,0,1,1,32,32,13477,13405,419,419,394,0,0
3158.68,0,3,3,0,0,769,0,1,1,32,32,13555,13484,420,420,395,0,0
3168.83,0,3,3,0,0,772,0,0,0,32,32,13595,13524,421,421,396,0,0
3178.97,0,3,3,0,0,774,0,0,0,32,32,13635,13564,422,422,397,0,0
3189.11,0,3,3,0,0,776,0,0,0,32,32,13676,13604,423,423,398,0,0
3199.26,0,3,3,0,0,779,0,1,1,32,32,13755,13684,425,425,400,0,0
3209.40,0,3,3,0,0,782,0,0,0,32,32,13795,13724,426,426,401,0,0
3219.55,0,3,3,0,0,784,0,0,0,32,32,13835,13764,427,427,402,0,0
3229.70,0,3,3,0,0,787,0,1,1,32,32,13888,13816,429,429,404,0,0
3239.84,0,3,3,0,0,789,0,1,1,32,32,13955,13884,430,430,405,0,0
3249.99,0,3,3,0,0,792,0,0,0,32,32,13995,13924,431,431,406,0,0
3260.14,0,3,3,0,0,794,0,0,0,32,32,14035,13964,432,432,407,0,0
3270.28,0,3,3,0,0,797,0,1,1,32,32,14097,14025,434,434,409,0,0
3280.42,0,3,3,0,0,799,0,1,1,32,32,14155,14084,435,435,410,0,0
3290.57,0,3,3,0,0,802,0,0,0,32,32,14195,14124,436,436,411,0,0
3300.72,0,3,3,0,0,804,0,0,0,32,32,14235,14164,437,437,412,0,0
3310.87,0,3,3,0,0,807,0,1,1,32,32,14298,14226,439,439,414,0,0
3321.01,0,3,3,0,0,809,0,1,1,32,32,14356,14285,441,441,415,0,0
3331.16,0,3,3,0,0,812,0,0,0,32,32,14396,14325,442,442,416,0,0
3341.31,0,3,3,0,0,814,0,0,0,32,32,14436,14365,443,443,417,0,0
3351.46,0,3,3,0,0,817,0,1,1,32,32,14505,14433,445,445,419,0,0
3361.60,0,3,3,0,0,820,0,0,0,32,32,14556,14485,446,446,420,0,0
3371.74,0,3,3,0,0,822,0,0,0,32,32,14596,14525,447,447,421,0,0
3381.88,0,3,3,0,0,826,0,0,0,32,32,14637,14566,449,449,423,0,0
3392.03,0,3,3,0,0,829,0,1,1,32,32,14714,14642,451,451,425,0,0
3402.17,0,3,3,0,0,832,0,0,0,32,32,14757,14686,452,452,426,0,0
3412.31,0,3,3,0,0,834,0,0,0,32,32,14798,14727,454,454,427,0,0
3422.45,0,3,3,0,0,837,0,1,1,32,32,14843,14772,456,456,429,0,0
3432.59,0,3,3,0,0,839,0,1,1,32,32,14918,14847,457,457,430,0,0
3442.73,0,3,3,0,0,842,0,0,0,32,32,14959,14888,458,458,431,0,0
3452.87,0,3,3,0,0,844,0,0,0,32,32,14999,14928,459,459,432,0,0
3463.02,0,3,3,0,0,847,0,1,1,32,32,15052,14980,461,461,434,0,0
3473.16,0,3,3,0,0,849,0,1,1,32,32,15119,15048,462,462,435,0,0
3483.31,0,3,3,0,0,852,0,0,0,32,32,15159,15088,463,463,436,0,0
3493.45,0,3,3,0,0,854,0,0,0,32,32,15199,15128,464,464,437,0,0
3503.59,0,3,3,0,0,857,0,1,1,32,32,15269,15197,466,466,439,0,0
3513.73,0,3,3,0,0,860,0,0,0,32,32,15319,15248,467,467,440,0,0
3523.87,0,3,3,0,0,862,0,0,0,32,32,15359,15288,468,468,441,0,0
3534.02,0,3,3,0,0,865,0,1,1,32,32,15400,15328,470,470,443,0,0
3544.16,0,3,3,0,0,867,0,1,1,32,32,15479,15408,471,471,444,0,0
3554.31,0,3,3,0,0,870,0,0,0,32,32,15519,15448,472,472,445,0,0
3564.45,0,3,3,0,0,872,0,0,0,32,32,15559,15488,473,473,446,0,0
3574.60,0,3,3,0,0,875,0,1,1,32,32,15615,15543,475,475,448,0,0
3584.74,0,3,3,0,0,877,0,1,1,32,32,15679,15608,476,476,449,0,0
3594.89,0,3,3,0,0,880,0,0,0,32,32,15719,15648,477,477,450,0,0
3605.03,0,3,3,0,0,882,0,0,0,32,32,15759,15688,478,478,451,0,0
3615.17,0,3,3,0,0,885,0,1,1,32,32,15824,15753,480,480,453,0,0
3625.31,0,3,3,0,0,888,0,0,0,32,32,15879,15808,481,481,454,0,0
3635.45,0,3,3,0,0,890,0,0,0,32,32,15919,15848,482,482,455,0,0
3645.59,0,3,3,0,0,892,0,0,0,32,32,15959,15888,483,483,456,0,0
3655.72,0,3,3,0,0,895,0,1,1,32,32,16034,15962,485,485,458,0,0
3665.86,0,3,3,0,0,897,0,1,1,32,32,16043,15968,486,486,459,0,0
3676.01,0,3,3,0,0,897,0,1,1,32,32,16053,15969,486,486,459,0,0
3686.16,0,3,3,0,0,899,0,1,1,32,32,16064,15969,487,487,460,0,0
