uptime,oops,fatal,ssr,retries,rebuilds,pc_irq,pc_resync,pc_state,pc_line,rx_mapped,cmd_open,tx_pkts,rx_pkts,defer_q,defer_sub,defer_keep,defer_wipe_live,guard_hits
785.76,0,0,0,0,0,191,0,1,1,32,8,3616,3603,110,110,103,0,0
795.90,0,0,0,0,0,194,0,0,0,32,8,3656,3643,111,111,104,0,0
806.03,0,0,0,0,0,196,0,0,0,32,8,3696,3683,112,112,105,0,0
816.16,0,0,0,0,0,199,0,1,1,32,8,3737,3724,114,114,107,0,0
826.29,0,0,0,0,0,201,0,1,1,32,8,3809,3795,115,115,108,0,0
836.42,0,0,0,0,0,203,0,1,1,32,8,3857,3844,116,116,109,0,0
846.55,0,0,0,0,0,206,0,0,0,32,8,3897,3884,117,117,110,0,0
856.68,0,0,0,0,0,210,0,0,0,32,8,3940,3927,119,119,112,0,0
866.81,0,0,0,0,0,213,0,1,1,32,8,4001,3987,121,121,114,0,0
876.94,0,0,0,0,0,215,0,1,1,32,8,4060,4047,122,122,115,0,0
887.08,0,0,0,0,0,220,0,0,0,32,8,4101,4088,124,124,117,0,0
897.21,0,0,0,0,0,222,0,0,0,32,8,4141,4128,125,125,118,0,0
907.34,0,0,0,0,0,225,0,1,1,32,8,4188,4174,127,127,120,0,0
917.47,0,0,0,0,0,229,0,1,1,32,8,4226,4208,129,129,122,0,0
927.60,0,1,1,0,0,230,0,0,0,32,16,4230,4208,130,130,122,0,0
955.87,0,1,1,0,0,235,0,1,1,32,16,4313,4286,132,132,124,0,0
966.02,0,1,1,0,0,238,0,0,0,32,16,4353,4326,133,133,125,0,0
976.15,0,1,1,0,0,240,0,0,0,32,16,4393,4366,134,134,126,0,0
986.28,0,1,1,0,0,243,0,1,1,32,16,4440,4412,136,136,128,0,0
996.42,0,1,1,0,0,245,0,1,1,32,16,4508,4480,137,137,129,0,0
1006.55,0,1,1,0,0,247,0,1,1,32,16,4553,4526,138,138,130,0,0
1016.70,0,1,1,0,0,250,0,0,0,32,16,4593,4566,139,139,131,0,0
1026.84,0,1,1,0,0,252,0,0,0,32,16,4633,4606,140,140,132,0,0
1036.97,0,1,1,0,0,255,0,1,1,32,16,4680,4652,142,142,134,0,0
1047.11,0,1,1,0,0,257,0,1,1,32,16,4748,4720,143,143,135,0,0
1057.25,0,1,1,0,0,259,0,1,1,32,16,4793,4766,144,144,136,0,0
1067.39,0,1,1,0,0,263,0,1,1,32,16,4836,4809,147,147,139,0,0
1077.53,0,1,1,0,0,268,0,0,0,32,16,4877,4850,149,149,141,0,0
1087.66,0,1,1,0,0,271,0,1,1,32,16,4924,4896,151,151,143,0,0
1097.80,0,1,1,0,0,273,0,1,1,32,16,4992,4964,152,152,144,0,0
1107.93,0,1,1,0,0,275,0,1,1,32,16,5037,5010,153,153,145,0,0
1118.07,0,1,1,0,0,278,0,0,0,32,16,5077,5050,154,154,146,0,0
1128.20,0,1,1,0,0,280,0,0,0,32,16,5117,5090,155,155,147,0,0
1138.33,0,1,1,0,0,283,0,1,1,32,16,5164,5136,157,157,149,0,0
1148.47,0,1,1,0,0,285,0,1,1,32,16,5232,5204,158,158,150,0,0
1158.60,0,1,1,0,0,287,0,1,1,32,16,5277,5250,159,159,151,0,0
1168.72,0,1,1,0,0,290,0,0,0,32,16,5317,5290,160,160,152,0,0
1178.84,0,1,1,0,0,292,0,0,0,32,16,5357,5330,161,161,153,0,0
1188.97,0,1,1,0,0,295,0,1,1,32,16,5402,5375,163,163,155,0,0
1199.10,0,1,1,0,0,297,0,1,1,32,16,5473,5445,165,165,156,0,0
1209.24,0,1,1,0,0,300,0,0,0,32,16,5521,5494,166,166,157,0,0
1219.37,0,1,1,0,0,302,0,0,0,32,16,5561,5534,167,167,158,0,0
1229.51,0,1,1,0,0,304,0,0,0,32,16,5601,5574,168,168,159,0,0
1239.64,0,1,1,0,0,307,0,1,1,32,16,5647,5619,170,170,161,0,0
1249.77,0,1,1,0,0,309,0,1,1,32,16,5709,5681,171,171,162,0,0
1259.91,0,1,1,0,0,311,0,1,1,32,16,5761,5734,172,172,163,0,0
1270.05,0,1,1,0,0,314,0,0,0,32,16,5801,5774,173,173,164,0,0
1280.18,0,1,1,0,0,316,0,0,0,32,16,5841,5814,174,174,165,0,0
1290.32,0,1,1,0,0,318,0,0,0,32,16,5881,5854,175,175,166,0,0
1300.45,0,1,1,0,0,321,0,1,1,32,16,5947,5919,177,177,168,0,0
1310.58,0,1,1,0,0,323,0,1,1,32,16,6001,5974,178,178,169,0,0
1320.72,0,1,1,0,0,326,0,0,0,32,16,6041,6014,179,179,170,0,0
1330.86,0,1,1,0,0,328,0,0,0,32,16,6083,6056,180,180,171,0,0
1340.99,0,1,1,0,0,330,0,0,0,32,16,6125,6098,181,181,172,0,0
1351.13,0,1,1,0,0,333,0,1,1,32,16,6185,6157,183,183,174,0,0
1361.26,0,1,1,0,0,335,0,1,1,32,16,6245,6218,184,184,175,0,0
1371.40,0,1,1,0,0,338,0,0,0,32,16,6285,6258,185,185,176,0,0
1381.54,0,1,1,0,0,340,0,0,0,32,16,6325,6298,186,186,177,0,0
1391.68,0,1,1,0,0,342,0,0,0,32,16,6365,6338,187,187,178,0,0
1401.81,0,1,1,0,0,345,0,1,1,32,16,6426,6398,189,189,180,0,0
1411.94,0,1,1,0,0,347,0,1,1,32,16,6485,6458,190,190,181,0,0
1422.08,0,1,1,0,0,350,0,0,0,32,16,6525,6498,191,191,182,0,0
1432.21,0,1,1,0,0,352,0,0,0,32,16,6565,6538,192,192,183,0,0
1442.35,0,1,1,0,0,354,0,0,0,32,16,6605,6578,193,193,184,0,0
1452.48,0,1,1,0,0,357,0,1,1,32,16,6667,6640,195,195,186,0,0
1462.62,0,1,1,0,0,359,0,1,1,32,16,6727,6700,196,196,187,0,0
1472.76,0,1,1,0,0,361,0,1,1,32,16,6769,6742,197,197,188,0,0
1482.90,0,1,1,0,0,364,0,0,0,32,16,6809,6782,198,198,189,0,0
1493.04,0,1,1,0,0,366,0,0,0,32,16,6849,6822,199,199,190,0,0
1503.18,0,1,1,0,0,369,0,1,1,32,16,6894,6866,201,201,192,0,0
1513.31,0,1,1,0,0,371,0,1,1,32,16,6953,6925,202,202,193,0,0
1523.45,0,1,1,0,0,373,0,1,1,32,16,7009,6982,203,203,194,0,0
1533.60,0,1,1,0,0,376,0,0,0,32,16,7049,7022,204,204,195,0,0
1543.73,0,1,1,0,0,378,0,0,0,32,16,7089,7062,205,205,196,0,0
1553.86,0,1,1,0,0,380,0,0,0,32,16,7129,7102,206,206,197,0,0
1563.99,0,1,1,0,0,383,0,1,1,32,16,7182,7154,208,208,199,0,0
1574.12,0,1,1,0,0,385,0,1,1,32,16,7249,7222,209,209,200,0,0
1584.26,0,1,1,0,0,388,0,0,0,32,16,7289,7262,210,210,201,0,0
1594.39,0,1,1,0,0,390,0,0,0,32,16,7331,7304,211,211,202,0,0
1604.52,0,1,1,0,0,393,0,1,1,32,16,7373,7346,213,213,204,0,0
1614.66,0,1,1,0,0,397,0,1,1,32,16,7426,7398,215,215,206,0,0
1624.79,0,1,1,0,0,399,0,1,1,32,16,7493,7466,216,216,207,0,0
1634.92,0,1,1,0,0,402,0,0,0,32,16,7533,7506,217,217,208,0,0
1645.06,0,1,1,0,0,404,0,0,0,32,16,7573,7546,218,218,209,0,0
1655.19,0,1,1,0,0,406,0,0,0,32,16,7613,7586,219,219,210,0,0
1665.33,0,1,1,0,0,409,0,1,1,32,16,7666,7639,221,221,212,0,0
1675.46,0,1,1,0,0,411,0,1,1,32,16,7733,7706,222,222,213,0,0
1685.59,0,1,1,0,0,414,0,0,0,32,16,7773,7746,223,223,214,0,0
1695.73,0,1,1,0,0,416,0,0,0,32,16,7813,7786,224,224,215,0,0
1705.87,0,1,1,0,0,418,0,0,0,32,16,7853,7826,225,225,216,0,0
1716.00,0,1,1,0,0,421,0,1,1,32,16,7908,7880,227,227,218,0,0
1726.14,0,1,1,0,0,423,0,1,1,32,16,7973,7946,228,228,219,0,0
1736.28,0,1,1,0,0,426,0,0,0,32,16,8013,7986,229,229,220,0,0
1746.41,0,1,1,0,0,428,0,0,0,32,16,8053,8026,230,230,221,0,0
1756.54,0,1,1,0,0,430,0,0,0,32,16,8093,8066,231,231,222,0,0
1766.68,0,1,1,0,0,432,0,0,0,32,16,8134,8105,232,232,223,0,0
1776.81,0,1,1,0,0,435,0,1,1,32,16,8202,8173,234,234,225,0,0
1786.94,0,1,1,0,0,437,0,1,1,32,16,8253,8225,235,235,226,0,0
1797.08,0,1,1,0,0,440,0,0,0,32,16,8293,8265,236,236,227,0,0
1807.21,0,1,1,0,0,442,0,0,0,32,16,8333,8305,237,237,228,0,0
1817.35,0,1,1,0,0,444,0,0,0,32,16,8373,8345,238,238,229,0,0
1827.48,0,2,2,0,0,448,0,0,0,32,24,8413,8385,239,239,230,0,0
1859.43,0,2,2,0,0,455,0,1,1,32,24,8497,8467,243,243,233,0,0
1869.57,0,2,2,0,0,458,0,0,0,32,24,8539,8509,244,244,234,0,0
1879.71,0,2,2,0,0,461,0,1,1,32,24,8583,8552,246,246,236,0,0
1889.85,0,2,2,0,0,463,0,1,1,32,24,8652,8621,247,247,237,0,0
1899.99,0,2,2,0,0,465,0,1,1,32,24,8699,8669,248,248,238,0,0
1910.13,0,2,2,0,0,468,0,0,0,32,24,8739,8709,249,249,239,0,0
1920.28,0,2,2,0,0,470,0,0,0,32,24,8779,8749,250,250,240,0,0
1930.42,0,2,2,0,0,473,0,1,1,32,24,8829,8798,252,252,242,0,0
1940.56,0,2,2,0,0,475,0,1,1,32,24,8898,8867,253,253,243,0,0
1950.69,0,2,2,0,0,477,0,1,1,32,24,8939,8909,254,254,244,0,0
1960.83,0,2,2,0,0,480,0,0,0,32,24,8979,8949,255,255,245,0,0
1970.97,0,2,2,0,0,482,0,0,0,32,24,9019,8989,256,256,246,0,0
1981.11,0,2,2,0,0,485,0,1,1,32,24,9075,9044,258,258,248,0,0
1991.25,0,2,2,0,0,487,0,1,1,32,24,9139,9109,259,259,249,0,0
2001.40,0,2,2,0,0,490,0,0,0,32,24,9179,9149,260,260,250,0,0
2011.54,0,2,2,0,0,492,0,0,0,32,24,9219,9189,261,261,251,0,0
2021.68,0,2,2,0,0,494,0,0,0,32,24,9259,9229,262,262,252,0,0
2031.82,0,2,2,0,0,497,0,1,1,32,24,9328,9297,264,264,254,0,0
2041.95,0,2,2,0,0,499,0,1,1,32,24,9379,9349,265,265,255,0,0
2052.09,0,2,2,0,0,502,0,0,0,32,24,9419,9389,266,266,256,0,0
2062.24,0,2,2,0,0,504,0,0,0,32,24,9459,9429,267,267,257,0,0
2072.37,0,2,2,0,0,507,0,1,1,32,24,9502,9471,269,269,259,0,0
2082.51,0,2,2,0,0,509,0,1,1,32,24,9573,9542,270,270,260,0,0
2092.64,0,2,2,0,0,511,0,1,1,32,24,9619,9589,271,271,261,0,0
2102.79,0,2,2,0,0,514,0,0,0,32,24,9659,9629,272,272,262,0,0
2112.92,0,2,2,0,0,516,0,0,0,32,24,9699,9669,273,273,263,0,0
2123.06,0,2,2,0,0,521,0,1,1,32,24,9755,9724,276,276,266,0,0
2133.19,0,2,2,0,0,523,0,1,1,32,24,9822,9792,277,277,267,0,0
2143.33,0,2,2,0,0,528,0,0,0,32,24,9863,9833,279,279,269,0,0
2153.47,0,2,2,0,0,530,0,0,0,32,24,9903,9873,280,280,270,0,0
2163.61,0,2,2,0,0,532,0,0,0,32,24,9943,9913,281,281,271,0,0
2173.75,0,2,2,0,0,535,0,1,1,32,24,9995,9964,283,283,273,0,0
2183.89,0,2,2,0,0,537,0,1,1,32,24,10063,10033,284,284,274,0,0
2194.02,0,2,2,0,0,539,0,0,0,32,24,10103,10073,285,285,275,0,0
2204.15,0,2,2,0,0,542,0,0,0,32,24,10143,10113,286,286,276,0,0
2214.30,0,2,2,0,0,544,0,0,0,32,24,10183,10153,287,287,277,0,0
2224.43,0,2,2,0,0,547,0,1,1,32,24,10237,10207,289,289,279,0,0
2234.56,0,2,2,0,0,549,0,1,1,32,24,10303,10273,290,290,280,0,0
2244.70,0,2,2,0,0,552,0,0,0,32,24,10343,10313,291,291,281,0,0
2254.84,0,2,2,0,0,554,0,0,0,32,24,10383,10353,292,292,282,0,0
2264.98,0,2,2,0,0,556,0,0,0,32,24,10423,10393,293,293,283,0,0
2275.12,0,2,2,0,0,559,0,1,1,32,24,10490,10459,295,295,285,0,0
2285.26,0,2,2,0,0,561,0,1,1,32,24,10543,10513,296,296,286,0,0
2295.40,0,2,2,0,0,564,0,0,0,32,24,10583,10553,297,297,287,0,0
2305.54,0,2,2,0,0,566,0,0,0,32,24,10623,10593,298,298,288,0,0
2315.68,0,2,2,0,0,569,0,1,1,32,24,10671,10640,300,300,290,0,0
2325.82,0,2,2,0,0,571,0,1,1,32,24,10743,10713,301,301,291,0,0
2335.95,0,2,2,0,0,573,0,1,1,32,24,10783,10753,302,302,292,0,0
2346.09,0,2,2,0,0,576,0,0,0,32,24,10823,10793,303,303,293,0,0
2356.23,0,2,2,0,0,578,0,0,0,32,24,10863,10833,304,304,294,0,0
2366.38,0,2,2,0,0,581,0,1,1,32,24,10924,10893,306,306,296,0,0
2376.51,0,2,2,0,0,583,0,1,1,32,24,10985,10955,307,307,297,0,0
2386.66,0,2,2,0,0,585,0,1,1,32,24,11026,10996,308,308,298,0,0
2396.80,0,2,2,0,0,588,0,0,0,32,24,11067,11037,309,309,299,0,0
2406.94,0,2,2,0,0,590,0,0,0,32,24,11107,11077,310,310,300,0,0
2417.07,0,2,2,0,0,593,0,1,1,32,24,11169,11138,312,312,302,0,0
2427.21,0,2,2,0,0,595,0,1,1,32,24,11227,11197,313,313,303,0,0
2437.35,0,2,2,0,0,598,0,0,0,32,24,11267,11237,314,314,304,0,0
2447.49,0,2,2,0,0,600,0,0,0,32,24,11307,11277,315,315,305,0,0
2457.64,0,2,2,0,0,602,0,0,0,32,24,11347,11317,316,316,306,0,0
2467.78,0,2,2,0,0,605,0,1,1,32,24,11411,11380,318,318,308,0,0
2477.91,0,2,2,0,0,607,0,1,1,32,24,11467,11437,319,319,309,0,0
2488.05,0,2,2,0,0,610,0,0,0,32,24,11507,11477,320,320,310,0,0
2498.20,0,2,2,0,0,612,0,0,0,32,24,11547,11517,321,321,311,0,0
2508.34,0,2,2,0,0,614,0,0,0,32,24,11587,11557,322,322,312,0,0
2518.47,0,2,2,0,0,617,0,1,1,32,24,11655,11624,324,324,314,0,0
2528.60,0,2,2,0,0,619,0,1,1,32,24,11707,11677,325,325,315,0,0
2538.74,0,2,2,0,0,622,0,0,0,32,24,11747,11717,326,326,316,0,0
2548.88,0,2,2,0,0,624,0,0,0,32,24,11787,11757,327,327,317,0,0
2559.02,0,2,2,0,0,627,0,1,1,32,24,11835,11804,329,329,319,0,0
2569.16,0,2,2,0,0,629,0,1,1,32,24,11904,11873,330,330,320,0,0
2579.29,0,2,2,0,0,631,0,1,1,32,24,11947,11917,331,331,321,0,0
2589.43,0,2,2,0,0,634,0,0,0,32,24,11987,11957,332,332,322,0,0
2599.57,0,2,2,0,0,636,0,0,0,32,24,12027,11997,333,333,323,0,0
2609.71,0,2,2,0,0,639,0,1,1,32,24,12094,12063,335,335,325,0,0
2619.85,0,2,2,0,0,641,0,1,1,32,24,12147,12117,336,336,326,0,0
2629.99,0,2,2,0,0,644,0,0,0,32,24,12187,12157,337,337,327,0,0
2640.13,0,2,2,0,0,648,0,0,0,32,24,12229,12199,339,339,329,0,0
2650.26,0,2,2,0,0,651,0,1,1,32,24,12286,12255,341,341,331,0,0
2660.39,0,2,2,0,0,653,0,1,1,32,24,12350,12320,342,342,332,0,0
2670.54,0,2,2,0,0,656,0,0,0,32,24,12391,12361,344,344,333,0,0
2680.68,0,2,2,0,0,658,0,0,0,32,24,12431,12401,345,345,334,0,0
2690.82,0,2,2,0,0,661,0,1,1,32,24,12481,12450,347,347,336,0,0
2700.96,0,2,2,0,0,663,0,1,1,32,24,12551,12521,348,348,337,0,0
2711.10,0,2,2,0,0,666,0,0,0,32,24,12591,12561,349,349,338,0,0
2721.25,0,2,2,0,0,668,0,0,0,32,24,12631,12601,350,350,339,0,0
2731.39,0,3,3,0,0,670,0,0,0,32,32,12671,12641,351,351,340,0,0
2764.75,0,3,3,0,0,676,0,0,0,32,32,12753,12716,353,353,342,0,0
2774.89,0,3,3,0,0,679,0,1,1,32,32,12810,12772,355,355,344,0,0
2785.03,0,3,3,0,0,681,0,1,1,32,32,12873,12836,356,356,345,0,0
2795.18,0,3,3,0,0,684,0,0,0,32,32,12913,12876,357,357,346,0,0
2805.33,0,3,3,0,0,686,0,0,0,32,32,12953,12916,358,358,347,0,0
2815.48,0,3,3,0,0,688,0,0,0,32,32,12993,12956,359,359,348,0,0
2825.62,0,3,3,0,0,691,0,1,1,32,32,13053,13015,361,361,350,0,0
2835.76,0,3,3,0,0,693,0,1,1,32,32,13113,13076,362,362,351,0,0
2845.90,0,3,3,0,0,696,0,0,0,32,32,13153,13116,363,363,352,0,0
2856.04,0,3,3,0,0,698,0,0,0,32,32,13193,13156,364,364,353,0,0
2866.18,0,3,3,0,0,700,0,0,0,32,32,13233,13196,365,365,354,0,0
2876.33,0,3,3,0,0,703,0,1,1,32,32,13307,13269,367,367,356,0,0
2886.47,0,3,3,0,0,705,0,1,1,32,32,13353,13316,368,368,357,0,0
2896.62,0,3,3,0,0,708,0,0,0,32,32,13393,13356,369,369,358,0,0
2906.76,0,4,4,0,0,711,0,0,0,0,32,13435,13397,371,371,360,0,0
2945.10,0,4,4,0,1,721,1,1,1,32,40,13536,13496,376,376,364,0,0
2955.24,0,4,4,0,1,723,1,1,1,32,40,13599,13559,377,377,365,0,0
2965.39,0,4,4,0,1,726,1,0,0,32,40,13639,13599,378,378,366,0,0
2975.54,0,4,4,0,1,728,1,0,0,32,40,13679,13639,379,379,367,0,0
2985.68,0,4,4,0,1,730,1,0,0,32,40,13719,13679,380,380,368,0,0
2995.83,0,4,4,0,1,733,1,1,1,32,40,13779,13738,382,382,370,0,0
3005.98,0,4,4,0,1,735,1,1,1,32,40,13839,13799,383,383,371,0,0
3016.12,0,4,4,0,1,738,1,0,0,32,40,13879,13839,384,384,372,0,0
3026.27,0,4,4,0,1,740,1,0,0,32,40,13919,13879,385,385,373,0,0
3036.42,0,4,4,0,1,742,1,0,0,32,40,13959,13919,386,386,374,0,0
3046.57,0,4,4,0,1,745,1,1,1,32,40,14037,13996,388,388,376,0,0
3056.71,0,4,4,0,1,747,1,1,1,32,40,14079,14039,389,389,377,0,0
3066.87,0,4,4,0,1,750,1,0,0,32,40,14119,14079,390,390,378,0,0
3077.01,0,4,4,0,1,752,1,0,0,32,40,14159,14119,391,391,379,0,0
3087.16,0,4,4,0,1,755,1,1,1,32,40,14214,14173,393,393,381,0,0
3097.30,0,4,4,0,1,757,1,1,1,32,40,14279,14239,394,394,382,0,0
3107.45,0,4,4,0,1,760,1,0,0,32,40,14319,14279,395,395,383,0,0
3117.60,0,4,4,0,1,762,1,0,0,32,40,14359,14319,396,396,384,0,0
3127.74,0,4,4,0,1,764,1,0,0,32,40,14399,14359,397,397,385,0,0
3137.89,0,4,4,0,1,767,1,1,1,32,40,14467,14426,399,399,387,0,0
3148.03,0,4,4,0,1,769,1,1,1,32,40,14519,14479,400,400,388,0,0
3158.19,0,4,4,0,1,772,1,0,0,32,40,14559,14519,401,401,389,0,0
3168.34,0,4,4,0,1,774,1,0,0,32,40,14600,14560,403,403,390,0,0
3178.48,0,4,4,0,1,777,1,1,1,32,40,14644,14603,405,405,392,0,0
3188.63,0,4,4,0,1,779,1,1,1,32,40,14712,14672,406,406,393,0,0
3198.78,0,4,4,0,1,781,1,1,1,32,40,14760,14720,407,407,394,0,0
3208.93,0,4,4,0,1,784,1,0,0,32,40,14800,14760,408,408,395,0,0
3219.08,0,4,4,0,1,786,1,0,0,32,40,14840,14800,409,409,396,0,0
3229.23,0,4,4,0,1,789,1,1,1,32,40,14887,14846,411,411,398,0,0
3239.37,0,4,4,0,1,791,1,1,1,32,40,14955,14915,412,412,399,0,0
3249.50,0,4,4,0,1,793,1,1,1,32,40,15000,14960,413,413,400,0,0
3259.65,0,4,4,0,1,796,1,0,0,32,40,15040,15000,414,414,401,0,0
3269.80,0,4,4,0,1,798,1,0,0,32,40,15080,15040,415,415,402,0,0
3279.95,0,4,4,0,1,801,1,1,1,32,40,15129,15088,417,417,404,0,0
3290.10,0,4,4,0,1,803,1,1,1,32,40,15199,15158,418,418,405,0,0
3300.24,0,4,4,0,1,805,1,1,1,32,40,15240,15200,419,419,406,0,0
3310.38,0,4,4,0,1,808,1,0,0,32,40,15280,15240,420,420,407,0,0
3320.52,0,4,4,0,1,810,1,0,0,32,40,15320,15280,421,421,408,0,0
3330.67,0,4,4,0,1,813,1,1,1,32,40,15377,15336,423,423,410,0,0
3340.81,0,4,4,0,1,815,1,1,1,32,40,15440,15400,424,424,411,0,0
3350.96,0,4,4,0,1,818,1,0,0,32,40,15480,15440,425,425,412,0,0
3361.10,0,4,4,0,1,820,1,0,0,32,40,15520,15480,426,426,413,0,0
3371.25,0,4,4,0,1,822,1,0,0,32,40,15560,15520,427,427,414,0,0
3381.40,0,4,4,0,1,825,1,1,1,32,40,15622,15581,429,429,416,0,0
3391.54,0,4,4,0,1,827,1,1,1,32,40,15680,15640,430,430,417,0,0
3401.70,0,4,4,0,1,830,1,0,0,32,40,15720,15680,431,431,418,0,0
3411.84,0,4,4,0,1,832,1,0,0,32,40,15760,15720,432,432,419,0,0
