[*] Starting 1,800s Clean-Boot Multi-Tier Soak Harness at Tue Sep  8 23:07:59 2026...
[*] Connecting to router at 192.168.8.1...
[+] Router reachable. Current uptime: 17:22:59 up 26 min,  load average: 0.10, 0.09, 0.08
[*] Initiating clean cold reboot to start 1,800s soak test from t=0 baseline...
[+] Router rebooted successfully! Initial uptime: 17:23:23 up 0 min,  load average: 0.63, 0.15, 0.05
[*] Verifying qcom-time-daemon and keepalive processes...
  Processes:
2451 root       964 S    /usr/sbin/qcom-time-daemon -r 0 -v
 3354 root      1544 S    {modem-keepalive} /bin/sh /usr/sbin/modem-keepalive
 5324 root      1336 S    ash -c ps w | grep -E 'qcom-time-daemon|modem-keepalive'
 5329 root      1336 S    grep -E qcom-time-daemon|modem-keepalive
--- Boot Syslog Transactions ---
Tue Sep  8 17:23:10 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] TX 0x0020 to QRTR node=0 port=11 txn=3 (len=25)
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] INITIAL: Synchronously setting ATS_USER (base=2, offset=1472919223769 ms)...
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] TX 0x0020 to QRTR node=0 port=11 txn=3 (len=25)
Tue Sep  8 17:23:10 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] RX 0x0020 response from QRTR node=0 port=11 txn=3 decoded successfully
Tue Sep  8 17:23:10 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] INITIAL ATS_USER TRANSACTION VERIFIED!
Tue Sep  8 17:23:10 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] Modem baseband confirmed ATS_USER (offset=1472919223769 ms)
Tue Sep  8 17:23:10 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] SCLK calibration watchdog reset. Pure-software modem stable.
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] RX 0x0020 response from QRTR node=0 port=11 txn=3 decoded successfully
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] INITIAL ATS_USER TRANSACTION VERIFIED!
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] Modem baseband confirmed ATS_USER (offset=1472919223769 ms)
Tue Sep  8 17:23:10 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] SCLK calibration watchdog reset. Pure-software modem stable.
Tue Sep  8 17:23:23 2026 daemon.debug qcom-time-daemon[2451]: [QMI-TIME-DEBUG] Async Rx QMI: type=4 txn=2 msg_id=0x0027 len=18
Tue Sep  8 17:23:23 2026 daemon.notice qcom-time-daemon[2451]: [QMI-TIME] Indication 0x0027 (ATS_TOD_UPDATE_IND) received from QRTR node=0 port=11: base=1 (ATS_TOD), offset=1472923395481 ms
Tue Sep  8 17:23:23 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME-DEBUG] Async Rx QMI: type=4 txn=2 msg_id=0x0027 len=18
Tue Sep  8 17:23:23 2026 daemon.err qcom-time-daemon[2451]: qcom-time-daemon[2451]: [QMI-TIME] Indication 0x0027 (ATS_TOD_UPDATE_IND) received from QRTR node=0 port=11: base=1 (ATS_TOD), offset=1472923395481 ms
--------------------------------
[*] Waiting for bearer establishment and initial ping (up to 180s)...
  [Wait 0/90] Ping: FAIL, Modem: connected, Uptime: 35.5s
[+] Cellular data UP at iteration 1 (Baseband Uptime: 40.8s)!
[*] Starting 1,800-second soak test capture at Tue Sep  8 23:08:45 2026...
Elapsed    | Uptime   | Ping  | wwan0 RX   | WDS RX   | Callbacks  | BAM IRQ  | Queued | SubFail | PM State | Crash
 442s (7m22s) |    484s | OK    | 393 (+4)   | 376 (+4) | 408 (+4)   | 813 (+8) | 32     | 0       | active   | CLEAN
 448s (7m28s) |    489s | OK    | 398 (+5)   | 381 (+5) | 413 (+5)   | 823 (+10) | 32     | 0       | active   | CLEAN
 453s (7m33s) |    495s | OK    | 401 (+3)   | 384 (+3) | 416 (+3)   | 829 (+6) | 32     | 0       | active   | CLEAN
 458s (7m38s) |    500s | OK    | 405 (+4)   | 388 (+4) | 420 (+4)   | 837 (+8) | 32     | 0       | active   | CLEAN
 464s (7m44s) |    505s | OK    | 409 (+4)   | 392 (+4) | 424 (+4)   | 845 (+8) | 32     | 0       | active   | CLEAN
 469s (7m49s) |    510s | OK    | 413 (+4)   | 396 (+4) | 428 (+4)   | 853 (+8) | 32     | 0       | active   | CLEAN
 474s (7m54s) |    516s | OK    | 415 (+2)   | 398 (+2) | 430 (+2)   | 858 (+5) | 32     | 0       | active   | CLEAN
 480s (8m00s) |    521s | OK    | 419 (+4)   | 402 (+4) | 434 (+4)   | 866 (+8) | 32     | 0       | active   | CLEAN
 485s (8m05s) |    526s | OK    | 423 (+4)   | 406 (+4) | 438 (+4)   | 874 (+8) | 32     | 0       | active   | CLEAN
 490s (8m10s) |    532s | OK    | 426 (+3)   | 409 (+3) | 441 (+3)   | 880 (+6) | 32     | 0       | active   | CLEAN
 496s (8m16s) |    537s | OK    | 435 (+9)   | 417 (+8) | 450 (+9)   | 898 (+18) | 32     | 0       | active   | CLEAN
 501s (8m21s) |    542s | OK    | 438 (+3)   | 420 (+3) | 453 (+3)   | 904 (+6) | 32     | 0       | active   | CLEAN
 506s (8m26s) |    548s | OK    | 442 (+4)   | 424 (+4) | 457 (+4)   | 912 (+8) | 32     | 0       | active   | CLEAN
 511s (8m31s) |    553s | OK    | 446 (+4)   | 428 (+4) | 461 (+4)   | 920 (+8) | 32     | 0       | active   | CLEAN
 517s (8m37s) |    558s | OK    | 450 (+4)   | 432 (+4) | 465 (+4)   | 928 (+8) | 32     | 0       | active   | CLEAN
 522s (8m42s) |    564s | OK    | 453 (+3)   | 436 (+4) | 468 (+3)   | 935 (+7) | 32     | 0       | active   | CLEAN
 527s (8m47s) |    569s | OK    | 458 (+5)   | 440 (+4) | 473 (+5)   | 944 (+9) | 32     | 0       | active   | CLEAN
 533s (8m53s) |    574s | OK    | 462 (+4)   | 444 (+4) | 477 (+4)   | 952 (+8) | 32     | 0       | active   | CLEAN
 538s (8m58s) |    580s | OK    | 465 (+3)   | 447 (+3) | 480 (+3)   | 958 (+6) | 32     | 0       | active   | CLEAN
 543s (9m03s) |    585s | OK    | 470 (+5)   | 452 (+5) | 485 (+5)   | 968 (+10) | 32     | 0       | active   | CLEAN
 549s (9m09s) |    590s | OK    | 473 (+3)   | 455 (+3) | 488 (+3)   | 974 (+6) | 32     | 0       | active   | CLEAN
 554s (9m14s) |    596s | OK    | 477 (+4)   | 459 (+4) | 492 (+4)   | 982 (+8) | 32     | 0       | active   | CLEAN
 559s (9m19s) |    601s | OK    | 483 (+6)   | 464 (+5) | 498 (+6)   | 994 (+12) | 32     | 0       | active   | CLEAN
 565s (9m25s) |    606s | OK    | 489 (+6)   | 470 (+6) | 504 (+6)   | 1006 (+12) | 32     | 0       | active   | CLEAN
 570s (9m30s) |    612s | OK    | 492 (+3)   | 473 (+3) | 507 (+3)   | 1012 (+6) | 32     | 0       | active   | CLEAN
 575s (9m35s) |    617s | OK    | 497 (+5)   | 478 (+5) | 512 (+5)   | 1022 (+10) | 32     | 0       | active   | CLEAN
 581s (9m41s) |    622s | OK    | 500 (+3)   | 481 (+3) | 515 (+3)   | 1028 (+6) | 32     | 0       | active   | CLEAN
 586s (9m46s) |    628s | OK    | 504 (+4)   | 485 (+4) | 519 (+4)   | 1036 (+8) | 32     | 0       | active   | CLEAN
 591s (9m51s) |    633s | OK    | 508 (+4)   | 489 (+4) | 523 (+4)   | 1044 (+8) | 32     | 0       | active   | CLEAN
 597s (9m57s) |    638s | OK    | 512 (+4)   | 493 (+4) | 527 (+4)   | 1052 (+8) | 32     | 0       | active   | CLEAN
 602s (10m02s) |    644s | OK    | 516 (+4)   | 497 (+4) | 531 (+4)   | 1060 (+8) | 32     | 0       | active   | CLEAN
 607s (10m07s) |    649s | OK    | 520 (+4)   | 501 (+4) | 535 (+4)   | 1068 (+8) | 32     | 0       | active   | CLEAN
 613s (10m13s) |    654s | OK    | 523 (+3)   | 505 (+4) | 538 (+3)   | 1075 (+7) | 32     | 0       | active   | CLEAN
 618s (10m18s) |    659s | OK    | 528 (+5)   | 509 (+4) | 543 (+5)   | 1084 (+9) | 32     | 0       | active   | CLEAN
 623s (10m23s) |    665s | OK    | 534 (+6)   | 514 (+5) | 549 (+6)   | 1096 (+12) | 32     | 0       | active   | CLEAN
 628s (10m28s) |    670s | OK    | 539 (+5)   | 519 (+5) | 554 (+5)   | 1106 (+10) | 32     | 0       | active   | CLEAN
 634s (10m34s) |    675s | OK    | 544 (+5)   | 524 (+5) | 559 (+5)   | 1116 (+10) | 32     | 0       | active   | CLEAN
 639s (10m39s) |    681s | OK    | 547 (+3)   | 527 (+3) | 562 (+3)   | 1122 (+6) | 32     | 0       | active   | CLEAN
 644s (10m44s) |    686s | OK    | 551 (+4)   | 531 (+4) | 566 (+4)   | 1130 (+8) | 32     | 0       | active   | CLEAN
 650s (10m50s) |    691s | OK    | 555 (+4)   | 535 (+4) | 570 (+4)   | 1138 (+8) | 32     | 0       | active   | CLEAN
 655s (10m55s) |    697s | OK    | 559 (+4)   | 539 (+4) | 574 (+4)   | 1146 (+8) | 32     | 0       | active   | CLEAN
 660s (11m00s) |    702s | OK    | 562 (+3)   | 542 (+3) | 577 (+3)   | 1152 (+6) | 32     | 0       | active   | CLEAN
 666s (11m06s) |    707s | OK    | 567 (+5)   | 547 (+5) | 582 (+5)   | 1162 (+10) | 32     | 0       | active   | CLEAN
 671s (11m11s) |    713s | OK    | 570 (+3)   | 550 (+3) | 585 (+3)   | 1168 (+6) | 32     | 0       | active   | CLEAN
 676s (11m16s) |    718s | OK    | 574 (+4)   | 554 (+4) | 589 (+4)   | 1176 (+8) | 32     | 0       | active   | CLEAN
 682s (11m22s) |    723s | OK    | 578 (+4)   | 558 (+4) | 593 (+4)   | 1184 (+8) | 32     | 0       | active   | CLEAN
 687s (11m27s) |    729s | OK    | 583 (+5)   | 562 (+4) | 598 (+5)   | 1194 (+10) | 32     | 0       | active   | CLEAN
 692s (11m32s) |    734s | OK    | 588 (+5)   | 568 (+6) | 604 (+6)   | 1205 (+11) | 32     | 0       | active   | CLEAN
 698s (11m38s) |    739s | OK    | 594 (+6)   | 573 (+5) | 609 (+5)   | 1216 (+11) | 32     | 0       | active   | CLEAN
 703s (11m43s) |    745s | OK    | 598 (+4)   | 577 (+4) | 613 (+4)   | 1224 (+8) | 32     | 0       | active   | CLEAN
 708s (11m48s) |    750s | OK    | 601 (+3)   | 580 (+3) | 616 (+3)   | 1230 (+6) | 32     | 0       | active   | CLEAN
 714s (11m54s) |    755s | OK    | 606 (+5)   | 585 (+5) | 621 (+5)   | 1240 (+10) | 32     | 0       | active   | CLEAN
 719s (11m59s) |    761s | OK    | 609 (+3)   | 588 (+3) | 624 (+3)   | 1246 (+6) | 32     | 0       | active   | CLEAN
 724s (12m04s) |    766s | OK    | 613 (+4)   | 592 (+4) | 628 (+4)   | 1254 (+8) | 32     | 0       | active   | CLEAN
 730s (12m10s) |    771s | OK    | 617 (+4)   | 596 (+4) | 632 (+4)   | 1262 (+8) | 32     | 0       | active   | CLEAN
 735s (12m15s) |    776s | OK    | 621 (+4)   | 600 (+4) | 636 (+4)   | 1270 (+8) | 32     | 0       | active   | CLEAN
 740s (12m20s) |    782s | OK    | 624 (+3)   | 603 (+3) | 639 (+3)   | 1276 (+6) | 32     | 0       | active   | CLEAN
 746s (12m26s) |    787s | OK    | 629 (+5)   | 608 (+5) | 644 (+5)   | 1286 (+10) | 32     | 0       | active   | CLEAN
 751s (12m31s) |    793s | OK    | 632 (+3)   | 611 (+3) | 647 (+3)   | 1292 (+6) | 32     | 0       | active   | CLEAN
 756s (12m36s) |    798s | OK    | 640 (+8)   | 618 (+7) | 655 (+8)   | 1308 (+16) | 32     | 0       | active   | CLEAN
 762s (12m42s) |    803s | OK    | 644 (+4)   | 622 (+4) | 659 (+4)   | 1316 (+8) | 32     | 0       | active   | CLEAN
 767s (12m47s) |    809s | OK    | 648 (+4)   | 626 (+4) | 663 (+4)   | 1324 (+8) | 32     | 0       | active   | CLEAN
 772s (12m52s) |    814s | OK    | 652 (+4)   | 630 (+4) | 667 (+4)   | 1332 (+8) | 32     | 0       | active   | CLEAN
 778s (12m58s) |    819s | OK    | 656 (+4)   | 634 (+4) | 671 (+4)   | 1340 (+8) | 32     | 0       | active   | CLEAN
 783s (13m03s) |    825s | OK    | 660 (+4)   | 638 (+4) | 675 (+4)   | 1348 (+8) | 32     | 0       | active   | CLEAN
 788s (13m08s) |    830s | OK    | 664 (+4)   | 642 (+4) | 679 (+4)   | 1356 (+8) | 32     | 0       | active   | CLEAN
 794s (13m14s) |    835s | OK    | 668 (+4)   | 646 (+4) | 683 (+4)   | 1364 (+8) | 32     | 0       | active   | CLEAN
 799s (13m19s) |    841s | OK    | 671 (+3)   | 649 (+3) | 686 (+3)   | 1370 (+6) | 32     | 0       | active   | CLEAN
 804s (13m24s) |    846s | OK    | 676 (+5)   | 654 (+5) | 691 (+5)   | 1380 (+10) | 32     | 0       | active   | CLEAN
 810s (13m30s) |    851s | OK    | 679 (+3)   | 657 (+3) | 694 (+3)   | 1386 (+6) | 32     | 0       | active   | CLEAN
 815s (13m35s) |    857s | OK    | 683 (+4)   | 661 (+4) | 698 (+4)   | 1394 (+8) | 32     | 0       | active   | CLEAN
 820s (13m40s) |    862s | OK    | 687 (+4)   | 665 (+4) | 702 (+4)   | 1402 (+8) | 32     | 0       | active   | CLEAN
 826s (13m46s) |    867s | OK    | 691 (+4)   | 669 (+4) | 706 (+4)   | 1410 (+8) | 32     | 0       | active   | CLEAN
 831s (13m51s) |    873s | OK    | 694 (+3)   | 672 (+3) | 709 (+3)   | 1416 (+6) | 32     | 0       | active   | CLEAN
 837s (13m57s) |    878s | OK    | 699 (+5)   | 677 (+5) | 714 (+5)   | 1426 (+10) | 32     | 0       | active   | CLEAN
 842s (14m02s) |    884s | OK    | 702 (+3)   | 680 (+3) | 717 (+3)   | 1432 (+6) | 32     | 0       | active   | CLEAN
 847s (14m07s) |    889s | OK    | 706 (+4)   | 684 (+4) | 721 (+4)   | 1440 (+8) | 32     | 0       | active   | CLEAN
 853s (14m13s) |    894s | OK    | 711 (+5)   | 689 (+5) | 726 (+5)   | 1450 (+10) | 32     | 0       | active   | CLEAN
 858s (14m18s) |    900s | OK    | 714 (+3)   | 692 (+3) | 729 (+3)   | 1456 (+6) | 32     | 0       | active   | CLEAN

================================================================================
[***] MILESTONE: Uptime reached 904.9s (15-Minute Boundary reached)!
================================================================================

 863s (14m23s) |    905s | OK    | 718 (+4)   | 696 (+4) | 733 (+4)   | 1464 (+8) | 32     | 0       | active   | CLEAN
 869s (14m29s) |    910s | OK    | 722 (+4)   | 700 (+4) | 737 (+4)   | 1472 (+8) | 32     | 0       | active   | CLEAN
 874s (14m34s) |    916s | FAIL  | 723 (+1)   | 701 (+1) | 738 (+1)   | 1479 (+7) | 32     | 0       | active   | CLEAN
 882s (14m42s) |    924s | FAIL  | 723 (+0)   | 701 (+0) | 738 (+0)   | 1487 (+8) | 32     | 0       | active   | CLEAN

================================================================================
[***] MILESTONE CONQUERED: Uptime reached 932.3s (> 930s)! 15-min crash/freeze completely eliminated!
[***] Historical crashes at 912.2s - 931.6s SURPASSED with zero errors!
================================================================================

 891s (14m51s) |    932s | FAIL  | 723 (+0)   | 701 (+0) | 738 (+0)   | 1496 (+9) | 32     | 0       | active   | CLEAN
 899s (14m59s) |    941s | FAIL  | 724 (+1)   | 701 (+0) | 739 (+1)   | 1504 (+8) | 32     | 0       | active   | CLEAN
 907s (15m07s) |    949s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1509 (+5) | 32     | 0       | active   | CLEAN
 916s (15m16s) |    957s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1516 (+7) | 32     | 0       | active   | CLEAN
 924s (15m24s) |    965s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1522 (+6) | 32     | 0       | active   | CLEAN
 932s (15m32s) |    974s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1528 (+6) | 32     | 0       | active   | CLEAN
 940s (15m40s) |    982s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1534 (+6) | 32     | 0       | active   | CLEAN
 949s (15m49s) |    990s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1541 (+7) | 32     | 0       | active   | CLEAN
 957s (15m57s) |    999s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1547 (+6) | 32     | 0       | active   | CLEAN
 965s (16m05s) |   1007s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1553 (+6) | 32     | 0       | active   | CLEAN
 974s (16m14s) |   1015s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1559 (+6) | 32     | 0       | active   | CLEAN
 982s (16m22s) |   1024s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1566 (+7) | 32     | 0       | active   | CLEAN
 990s (16m30s) |   1032s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1572 (+6) | 32     | 0       | active   | CLEAN
 999s (16m39s) |   1041s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1578 (+6) | 32     | 0       | active   | CLEAN
1007s (16m47s) |   1049s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1584 (+6) | 32     | 0       | active   | CLEAN
1016s (16m56s) |   1057s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1590 (+6) | 32     | 0       | active   | CLEAN
1024s (17m04s) |   1066s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1597 (+7) | 32     | 0       | active   | CLEAN
1032s (17m12s) |   1074s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1606 (+9) | 32     | 0       | active   | CLEAN
1041s (17m21s) |   1082s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1620 (+14) | 32     | 0       | active   | CLEAN
1049s (17m29s) |   1091s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1627 (+7) | 32     | 0       | active   | CLEAN
1057s (17m37s) |   1099s | FAIL  | 724 (+0)   | 701 (+0) | 739 (+0)   | 1634 (+7) | 32     | 0       | active   | CLEAN
[*] Starting 1,800s Clean-Boot Multi-Tier Soak Harness at Wed Sep  9 00:34:01 2026...
[*] Connecting to router at 192.168.8.1...
[+] Router reachable. Current uptime: 18:49:01 up 21 min,  load average: 0.21, 0.17, 0.12
[*] Initiating clean cold reboot to start 1,800s soak test from t=0 baseline...
[+] Router rebooted successfully! Initial uptime: 18:49:25 up 0 min,  load average: 1.00, 0.25, 0.08
[*] Verifying qcom-time-daemon and keepalive processes...
  Processes:
2455 root       964 S    /usr/sbin/qcom-time-daemon -r 0 -v
 3316 root      1524 S    {modem-keepalive} /bin/sh /usr/sbin/modem-keepalive
 5282 root      1336 S    ash -c ps w | grep -E 'qcom-time-daemon|modem-keepalive'
 5284 root      1336 S    grep -E qcom-time-daemon|modem-keepalive
--- Boot Syslog Transactions ---
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] Android generic offset: (ap=1788893352682 - gps_epoch=315964800000) - rtc=9328000 = 1472919224682 ms
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] INITIAL: Synchronously setting ATS_USER (base=2, offset=1472919224682 ms)...
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] TX 0x0020 to QRTR node=0 port=11 txn=3 (len=25)
Tue Sep  8 18:49:12 2026 daemon.notice qcom-time-daemon[2455]: [QMI-TIME] RX 0x0020 response from QRTR node=0 port=11 txn=3 decoded successfully
Tue Sep  8 18:49:12 2026 daemon.notice qcom-time-daemon[2455]: [QMI-TIME] INITIAL ATS_USER TRANSACTION VERIFIED!
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] RX 0x0020 response from QRTR node=0 port=11 txn=3 decoded successfully
Tue Sep  8 18:49:12 2026 daemon.notice qcom-time-daemon[2455]: [QMI-TIME] Modem baseband confirmed ATS_USER (offset=1472919224682 ms)
Tue Sep  8 18:49:12 2026 daemon.notice qcom-time-daemon[2455]: [QMI-TIME] SCLK calibration watchdog reset. Pure-software modem stable.
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] INITIAL ATS_USER TRANSACTION VERIFIED!
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] Modem baseband confirmed ATS_USER (offset=1472919224682 ms)
Tue Sep  8 18:49:12 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] SCLK calibration watchdog reset. Pure-software modem stable.
Tue Sep  8 18:49:25 2026 daemon.debug qcom-time-daemon[2455]: [QMI-TIME-DEBUG] Async Rx QMI: type=4 txn=2 msg_id=0x0027 len=18
Tue Sep  8 18:49:25 2026 daemon.notice qcom-time-daemon[2455]: [QMI-TIME] Indication 0x0027 (ATS_TOD_UPDATE_IND) received from QRTR node=0 port=11: base=1 (ATS_TOD), offset=1472928557388 ms
Tue Sep  8 18:49:25 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME-DEBUG] Async Rx QMI: type=4 txn=2 msg_id=0x0027 len=18
Tue Sep  8 18:49:25 2026 daemon.err qcom-time-daemon[2455]: qcom-time-daemon[2455]: [QMI-TIME] Indication 0x0027 (ATS_TOD_UPDATE_IND) received from QRTR node=0 port=11: base=1 (ATS_TOD), offset=1472928557388 ms
--------------------------------
[*] Waiting for bearer establishment and initial ping (up to 180s)...
  [Wait 0/90] Ping: FAIL, Modem: connected, Uptime: 35.4s
[+] Cellular data UP at iteration 2 (Baseband Uptime: 43.0s)!
[*] Starting 1,800-second soak test capture at Wed Sep  9 00:34:49 2026...
Elapsed    | Uptime   | Ping  | wwan0 RX   | WDS RX   | Callbacks  | BAM IRQ  | Queued | SubFail | PM State | Crash
---------------------------------------------------------------------------------------------------------
   0s (0m00s) |     43s | OK    | 19 (+0)    | 14 (+0)  | 34 (+0)    | 62 (+0)  | 32     | 0       | active   | CLEAN
   2s (0m02s) |     46s | OK    | 22 (+3)    | 17 (+3)  | 37 (+3)    | 68 (+6)  | 32     | 0       | active   | CLEAN
   4s (0m04s) |     48s | OK    | 24 (+2)    | 19 (+2)  | 39 (+2)    | 72 (+4)  | 32     | 0       | active   | CLEAN
   6s (0m06s) |     50s | OK    | 25 (+1)    | 20 (+1)  | 40 (+1)    | 74 (+2)  | 32     | 0       | active   | CLEAN
   9s (0m09s) |     53s | OK    | 27 (+2)    | 22 (+2)  | 42 (+2)    | 78 (+4)  | 32     | 0       | active   | CLEAN
  11s (0m11s) |     55s | OK    | 28 (+1)    | 23 (+1)  | 43 (+1)    | 80 (+2)  | 32     | 0       | active   | CLEAN
  13s (0m13s) |     57s | OK    | 29 (+1)    | 24 (+1)  | 44 (+1)    | 82 (+2)  | 32     | 0       | active   | CLEAN
  16s (0m16s) |     59s | OK    | 30 (+1)    | 25 (+1)  | 45 (+1)    | 84 (+2)  | 32     | 0       | active   | CLEAN
  18s (0m18s) |     62s | OK    | 31 (+1)    | 26 (+1)  | 46 (+1)    | 86 (+2)  | 32     | 0       | active   | CLEAN
  20s (0m20s) |     64s | OK    | 32 (+1)    | 27 (+1)  | 47 (+1)    | 88 (+2)  | 32     | 0       | active   | CLEAN
  22s (0m22s) |     66s | OK    | 34 (+2)    | 29 (+2)  | 49 (+2)    | 92 (+4)  | 32     | 0       | active   | CLEAN
  25s (0m25s) |     69s | OK    | 35 (+1)    | 30 (+1)  | 50 (+1)    | 94 (+2)  | 32     | 0       | active   | CLEAN
  27s (0m27s) |     71s | OK    | 36 (+1)    | 31 (+1)  | 51 (+1)    | 96 (+2)  | 32     | 0       | active   | CLEAN
  29s (0m29s) |     73s | OK    | 37 (+1)    | 32 (+1)  | 52 (+1)    | 98 (+2)  | 32     | 0       | active   | CLEAN
  32s (0m32s) |     76s | OK    | 40 (+3)    | 34 (+2)  | 55 (+3)    | 104 (+6) | 32     | 0       | active   | CLEAN
  34s (0m34s) |     78s | OK    | 43 (+3)    | 37 (+3)  | 58 (+3)    | 110 (+6) | 32     | 0       | active   | CLEAN
  37s (0m37s) |     80s | OK    | 45 (+2)    | 39 (+2)  | 60 (+2)    | 114 (+4) | 32     | 0       | active   | CLEAN
  39s (0m39s) |     83s | OK    | 47 (+2)    | 41 (+2)  | 62 (+2)    | 118 (+4) | 32     | 0       | active   | CLEAN
  41s (0m41s) |     85s | OK    | 48 (+1)    | 42 (+1)  | 63 (+1)    | 120 (+2) | 32     | 0       | active   | CLEAN
  43s (0m43s) |     87s | OK    | 49 (+1)    | 43 (+1)  | 64 (+1)    | 122 (+2) | 32     | 0       | active   | CLEAN
  46s (0m46s) |     90s | OK    | 50 (+1)    | 44 (+1)  | 65 (+1)    | 124 (+2) | 32     | 0       | active   | CLEAN
  48s (0m48s) |     92s | OK    | 51 (+1)    | 45 (+1)  | 66 (+1)    | 126 (+2) | 32     | 0       | active   | CLEAN
  50s (0m50s) |     94s | OK    | 52 (+1)    | 46 (+1)  | 67 (+1)    | 128 (+2) | 32     | 0       | active   | CLEAN
  53s (0m53s) |     96s | OK    | 53 (+1)    | 48 (+2)  | 69 (+2)    | 131 (+3) | 32     | 0       | active   | CLEAN
  55s (0m55s) |     99s | OK    | 56 (+3)    | 50 (+2)  | 71 (+2)    | 136 (+5) | 32     | 0       | active   | CLEAN
  57s (0m57s) |    101s | OK    | 57 (+1)    | 51 (+1)  | 72 (+1)    | 138 (+2) | 32     | 0       | active   | CLEAN
  60s (1m00s) |    103s | OK    | 58 (+1)    | 52 (+1)  | 73 (+1)    | 140 (+2) | 32     | 0       | active   | CLEAN
  62s (1m02s) |    106s | OK    | 59 (+1)    | 53 (+1)  | 74 (+1)    | 142 (+2) | 32     | 0       | active   | CLEAN
  64s (1m04s) |    108s | OK    | 62 (+3)    | 55 (+2)  | 77 (+3)    | 148 (+6) | 32     | 0       | active   | CLEAN
  67s (1m07s) |    111s | OK    | 65 (+3)    | 58 (+3)  | 80 (+3)    | 154 (+6) | 32     | 0       | active   | CLEAN
  69s (1m09s) |    113s | OK    | 67 (+2)    | 60 (+2)  | 82 (+2)    | 158 (+4) | 32     | 0       | active   | CLEAN
  71s (1m11s) |    115s | OK    | 68 (+1)    | 61 (+1)  | 83 (+1)    | 160 (+2) | 32     | 0       | active   | CLEAN
  74s (1m14s) |    118s | OK    | 69 (+1)    | 62 (+1)  | 84 (+1)    | 162 (+2) | 32     | 0       | active   | CLEAN
  76s (1m16s) |    120s | OK    | 70 (+1)    | 63 (+1)  | 85 (+1)    | 164 (+2) | 32     | 0       | active   | CLEAN
  78s (1m18s) |    122s | OK    | 71 (+1)    | 64 (+1)  | 86 (+1)    | 166 (+2) | 32     | 0       | active   | CLEAN
  81s (1m21s) |    124s | OK    | 72 (+1)    | 65 (+1)  | 87 (+1)    | 168 (+2) | 32     | 0       | active   | CLEAN
