timestamp,elapsed_s,uptime_s,ping,netdev_rx_pkt,netdev_tx_pkt,netdev_rx_bytes,netdev_tx_bytes,bam_dma_irq,bam_dmux_irq,rx_callbacks,rx_queued_buffers,rx_slots_submitted,rx_slots_free,rx_submit_failed,rx_last_cb_ms,runtime_status,wds_rx_ok,wds_tx_ok,wds_rx_drop,wds_tx_drop,modem_state,reg_state,packet_state,signal_quality,crash_info
1788894355,966,1010.0,0,555,573,47106,54844,1144,8,570,32,32,0,0,87095,active,534,0,0,0,connected,home,attached,81,NONE
1788894358,968,1012.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,89367,active,534,0,0,0,connected,home,attached,81,NONE
1788894360,971,1014.5,0,555,573,47106,54844,1144,8,570,32,32,0,0,91595,active,534,0,0,0,connected,home,attached,81,NONE
1788894362,973,1016.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,93857,active,534,0,0,0,connected,home,attached,81,NONE
1788894364,975,1019.0,0,555,573,47106,54844,1144,8,570,32,32,0,0,96123,active,534,0,0,0,connected,home,attached,81,NONE
1788894367,977,1021.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,98344,active,534,0,0,0,connected,home,attached,81,NONE
1788894369,980,1023.5,0,555,573,47106,54844,1144,8,570,32,32,0,0,100613,active,534,0,0,0,connected,home,attached,81,NONE
1788894371,982,1025.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,102849,active,534,0,0,0,connected,home,attached,81,NONE
1788894373,984,1028.0,0,555,573,47106,54844,1144,8,570,32,32,0,0,105118,active,534,0,0,0,connected,home,attached,81,NONE
1788894376,986,1030.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,107381,active,534,0,0,0,connected,home,attached,81,NONE
1788894378,989,1032.5,0,555,573,47106,54844,1144,8,570,32,32,0,0,109609,active,534,0,0,0,connected,home,attached,81,NONE
1788894380,991,1034.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,111829,active,534,0,0,0,connected,home,attached,81,NONE
1788894382,993,1036.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,114049,active,534,0,0,0,connected,home,attached,81,NONE
1788894385,995,1039.1,0,555,573,47106,54844,1144,8,570,32,32,0,0,116266,active,534,0,0,0,connected,home,attached,81,NONE
1788894387,998,1041.4,0,555,573,47106,54844,1144,8,570,32,32,0,0,118533,active,534,0,0,0,connected,home,attached,81,NONE
1788894389,1000,1043.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,120800,active,534,0,0,0,connected,home,attached,81,NONE
1788894391,1002,1045.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,123071,active,534,0,0,0,connected,home,attached,81,NONE
1788894394,1004,1048.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,125301,active,534,0,0,0,connected,home,attached,81,NONE
1788894396,1007,1050.4,0,555,573,47106,54844,1144,8,570,32,32,0,0,127564,active,534,0,0,0,connected,home,attached,81,NONE
1788894398,1009,1052.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,129824,active,534,0,0,0,connected,home,attached,81,NONE
1788894400,1011,1055.0,0,555,573,47106,54844,1144,8,570,32,32,0,0,132091,active,534,0,0,0,connected,home,attached,81,NONE
1788894403,1013,1057.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,134313,active,534,0,0,0,connected,home,attached,81,NONE
1788894405,1016,1059.5,0,555,573,47106,54844,1144,8,570,32,32,0,0,136576,active,534,0,0,0,connected,home,attached,81,NONE
1788894407,1018,1061.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,138841,active,534,0,0,0,connected,home,attached,81,NONE
1788894409,1020,1063.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,141064,active,534,0,0,0,connected,home,attached,81,NONE
1788894412,1022,1066.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,143324,active,534,0,0,0,connected,home,attached,81,NONE
1788894414,1025,1068.4,0,555,573,47106,54844,1144,8,570,32,32,0,0,145540,active,534,0,0,0,connected,home,attached,81,NONE
1788894416,1027,1070.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,147800,active,534,0,0,0,connected,home,attached,81,NONE
1788894418,1029,1072.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,150018,active,534,0,0,0,connected,home,attached,81,NONE
1788894421,1031,1075.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,152278,active,534,0,0,0,connected,home,attached,81,NONE
1788894423,1034,1077.4,0,555,573,47106,54844,1144,8,570,32,32,0,0,154544,active,534,0,0,0,connected,home,attached,81,NONE
1788894425,1036,1079.6,0,555,573,47106,54844,1144,8,570,32,32,0,0,156766,active,534,0,0,0,connected,home,attached,81,NONE
1788894427,1038,1081.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,159040,active,534,0,0,0,connected,home,attached,81,NONE
1788894430,1040,1084.2,0,555,573,47106,54844,1144,8,570,32,32,0,0,161310,active,534,0,0,0,connected,home,attached,81,NONE
1788894432,1043,1086.5,0,555,573,47106,54844,1144,8,570,32,32,0,0,163580,active,534,0,0,0,connected,home,attached,81,NONE
1788894434,1045,1088.7,0,555,573,47106,54844,1144,8,570,32,32,0,0,165796,active,534,0,0,0,connected,home,attached,81,NONE
1788894436,1047,1090.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,168013,active,534,0,0,0,connected,home,attached,81,NONE
1788894439,1049,1093.1,0,555,573,47106,54844,1144,8,570,32,32,0,0,170236,active,534,0,0,0,connected,home,attached,81,NONE
1788894441,1052,1095.4,0,555,573,47106,54844,1144,8,570,32,32,0,0,172499,active,534,0,0,0,connected,home,attached,81,NONE
1788894443,1054,1097.6,0,555,573,47106,54844,1144,8,570,32,32,0,0,174763,active,534,0,0,0,connected,home,attached,81,NONE
1788894445,1056,1099.9,0,555,573,47106,54844,1144,8,570,32,32,0,0,176989,active,534,0,0,0,connected,home,attached,81,NONE
1788894447,1058,1102.1,0,555,573,47106,54844,1144,8,570,32,32,0,0,179208,active,534,0,0,0,connected,home,attached,81,NONE
1788894450,1061,1104.3,0,555,573,47106,54844,1144,8,570,32,32,0,0,181465,suspended,None,None,None,None,registered,home,attached,81,NONE
1788894452,1063,1106.6,0,555,577,47106,55228,1149,9,570,32,32,0,0,186731,active,0,4,0,0,connected,home,attached,81,NONE
1788894457,1068,1111.9,0,555,583,47106,55804,1155,9,570,32,32,0,0,192009,active,0,10,0,0,connected,home,attached,81,NONE
1788894463,1073,1117.1,0,555,588,47106,56276,1160,9,570,32,32,0,0,197277,active,0,16,0,0,connected,home,attached,81,NONE
1788894468,1079,1122.4,0,555,595,47106,56952,1167,9,570,32,32,0,0,202501,active,0,21,0,0,connected,home,attached,81,NONE
1788894473,1084,1127.7,0,555,601,47106,57520,1173,9,570,32,32,0,0,207779,active,0,27,0,0,connected,home,attached,81,NONE
1788894478,1089,1132.9,0,555,607,47106,58096,1179,9,570,32,32,0,0,213013,active,0,33,0,0,connected,home,attached,81,NONE
1788894484,1094,1138.2,0,555,611,47106,58480,1183,9,570,32,32,0,0,218283,active,0,37,0,0,connected,home,attached,81,NONE
1788894489,1100,1143.4,0,555,616,47106,58960,1188,9,570,32,32,0,0,223556,active,0,42,0,0,connected,home,attached,81,NONE
1788894494,1105,1148.7,0,555,622,47106,59536,1194,9,570,32,32,0,0,228816,active,0,48,0,0,connected,home,attached,81,NONE
1788894499,1110,1154.0,0,555,627,47106,60016,1199,9,570,32,32,0,0,234084,active,0,53,0,0,connected,home,attached,81,NONE
1788894505,1115,1159.2,0,555,631,47106,60400,1203,9,570,32,32,0,0,239354,active,0,57,0,0,connected,home,attached,81,NONE
1788894510,1121,1164.5,0,555,637,47106,60976,1209,9,570,32,32,0,0,244633,active,0,63,0,0,connected,home,attached,81,NONE
1788894515,1126,1169.8,0,555,642,47106,61456,1214,9,570,32,32,0,0,249913,active,0,68,0,0,connected,home,attached,81,NONE
1788894520,1131,1175.0,0,555,647,47106,61936,1219,9,570,32,32,0,0,255137,active,0,73,0,0,connected,home,attached,81,NONE
1788894526,1136,1180.3,0,555,651,47106,62320,1223,9,570,32,32,0,0,260402,active,0,77,0,0,connected,home,attached,81,NONE
1788894531,1142,1185.5,0,555,657,47106,62896,1229,9,570,32,32,0,0,265632,active,0,83,0,0,connected,home,attached,81,NONE
1788894536,1147,1190.7,0,555,662,47106,63376,1234,9,570,32,32,0,0,270873,active,0,88,0,0,connected,home,attached,81,NONE
1788894541,1152,1196.0,0,555,666,47106,63760,1238,9,570,32,32,0,0,276106,active,0,92,0,0,connected,home,attached,81,NONE
1788894547,1157,1201.2,0,555,672,47106,64336,1244,9,570,32,32,0,0,281379,active,0,98,0,0,connected,home,attached,81,NONE
1788894552,1163,1206.5,0,555,677,47106,64816,1249,9,570,32,32,0,0,286614,active,0,103,0,0,connected,home,attached,81,NONE
1788894557,1168,1211.8,0,555,682,47106,65296,1254,9,570,32,32,0,0,291888,active,0,108,0,0,connected,home,attached,81,NONE
1788894562,1173,1217.0,0,555,687,47106,65776,1259,9,570,32,32,0,0,297157,active,0,113,0,0,connected,home,attached,81,NONE
1788894568,1179,1222.3,0,555,692,47106,66256,1264,9,570,32,32,0,0,302390,active,0,118,0,0,connected,home,attached,81,NONE
1788894573,1184,1227.5,0,555,697,47106,66736,1269,9,570,32,32,0,0,307617,active,0,123,0,0,connected,home,attached,81,NONE
1788894578,1189,1232.8,0,555,702,47106,67216,1274,9,570,32,32,0,0,312908,active,0,128,0,0,connected,home,attached,81,NONE
1788894583,1194,1238.0,0,555,707,47106,67696,1279,9,570,32,32,0,0,318172,active,0,133,0,0,connected,home,attached,81,NONE
1788894589,1200,1243.3,0,555,712,47106,68176,1284,9,570,32,32,0,0,323447,active,0,138,0,0,connected,home,attached,81,NONE
1788894594,1205,1248.6,0,555,717,47106,68656,1289,9,570,32,32,0,0,328729,active,0,143,0,0,connected,home,attached,81,NONE
1788894599,1210,1253.9,0,555,722,47106,69136,1295,9,570,32,32,0,0,334001,active,0,149,0,0,connected,home,attached,81,NONE
1788894605,1215,1259.1,0,555,727,47106,69616,1299,9,570,32,32,0,0,339222,active,0,153,0,0,connected,home,attached,81,NONE
1788894610,1221,1264.3,0,555,732,47106,70096,1304,9,570,32,32,0,0,344484,active,0,158,0,0,connected,home,attached,81,NONE
1788894615,1226,1269.6,0,555,740,47106,70868,1312,9,570,32,32,0,0,349756,active,0,165,0,0,connected,home,attached,81,NONE
1788894620,1231,1274.9,0,555,746,47106,71428,1318,9,570,32,32,0,0,355019,active,0,171,0,0,connected,home,attached,81,NONE
1788894626,1236,1280.1,0,556,751,47210,71908,1325,9,571,32,32,0,0,693,active,None,None,None,None,registered,home,attached,81,NONE
1788894631,1242,1285.4,0,556,755,47210,72292,1330,11,571,32,32,0,0,5949,active,0,4,0,0,connected,home,attached,81,NONE
1788894636,1247,1290.6,0,556,768,47210,73516,1342,11,571,32,32,0,0,11218,active,0,15,0,0,connected,home,attached,81,NONE
1788894641,1252,1295.9,0,556,789,47210,75484,1358,11,571,32,32,0,0,16457,active,0,32,0,0,connected,home,attached,81,NONE
1788894647,1257,1301.2,0,556,793,47210,75868,1362,11,571,32,32,0,0,21731,active,0,36,0,0,connected,home,attached,81,NONE
1788894652,1263,1306.4,0,556,799,47210,76444,1368,11,571,32,32,0,0,27000,active,0,42,0,0,connected,home,attached,81,NONE
1788894657,1268,1311.7,0,556,804,47210,76924,1373,11,571,32,32,0,0,32229,active,0,47,0,0,connected,home,attached,81,NONE
1788894662,1273,1316.9,0,556,809,47210,77404,1378,11,571,32,32,0,0,37505,active,0,52,0,0,connected,home,attached,81,NONE
1788894668,1278,1322.2,0,556,814,47210,77884,1383,11,571,32,32,0,0,42779,active,0,57,0,0,connected,home,attached,81,NONE
1788894673,1284,1327.5,0,556,819,47210,78364,1388,11,571,32,32,0,0,48056,active,0,62,0,0,connected,home,attached,81,NONE
1788894678,1289,1332.7,0,556,824,47210,78844,1393,11,571,32,32,0,0,53288,active,0,67,0,0,connected,home,attached,81,NONE
1788894683,1294,1338.0,0,556,830,47210,79420,1399,11,571,32,32,0,0,58559,active,0,73,0,0,connected,home,attached,81,NONE
1788894689,1299,1343.2,0,556,834,47210,79804,1403,11,571,32,32,0,0,63790,active,0,77,0,0,connected,home,attached,81,NONE
1788894694,1305,1348.4,0,556,839,47210,80284,1408,11,571,32,32,0,0,69016,active,0,82,0,0,connected,home,attached,81,NONE
1788894699,1310,1353.7,0,556,844,47210,80764,1413,11,571,32,32,0,0,74284,active,0,87,0,0,connected,home,attached,81,NONE
1788894704,1315,1359.0,0,556,849,47210,81244,1418,11,571,32,32,0,0,79559,active,0,92,0,0,connected,home,attached,81,NONE
1788894710,1320,1364.3,0,556,854,47210,81724,1423,11,571,32,32,0,0,84834,active,0,97,0,0,connected,home,attached,81,NONE
1788894715,1326,1369.5,0,556,859,47210,82204,1428,11,571,32,32,0,0,90066,active,0,102,0,0,connected,home,attached,81,NONE
1788894720,1331,1374.8,0,556,865,47210,82780,1434,11,571,32,32,0,0,95337,active,0,108,0,0,connected,home,attached,81,NONE
1788894725,1336,1380.0,0,556,869,47210,83164,1438,11,571,32,32,0,0,100567,active,0,112,0,0,connected,home,attached,81,NONE
1788894731,1341,1385.3,0,556,874,47210,83644,1443,11,571,32,32,0,0,105839,active,0,117,0,0,connected,home,attached,81,NONE
1788894736,1347,1390.5,0,556,880,47210,84220,1449,11,571,32,32,0,0,111075,active,0,123,0,0,connected,home,attached,81,NONE
1788894741,1352,1395.8,0,556,885,47210,84700,1454,11,571,32,32,0,0,116342,active,0,128,0,0,connected,home,attached,81,NONE
1788894746,1357,1401.0,0,556,889,47210,85084,1458,11,571,32,32,0,0,121615,active,0,132,0,0,connected,home,attached,81,NONE
1788894752,1363,1406.3,0,556,894,47210,85564,1463,11,571,32,32,0,0,126849,active,0,137,0,0,connected,home,attached,81,NONE
1788894757,1368,1411.5,0,556,900,47210,86140,1469,11,571,32,32,0,0,132077,active,0,143,0,0,connected,home,attached,81,NONE
1788894762,1373,1416.7,0,556,904,47210,86524,1473,11,571,32,32,0,0,137312,active,0,147,0,0,connected,home,attached,81,NONE
1788894767,1378,1422.0,0,556,909,47210,87004,1478,11,571,32,32,0,0,142581,active,0,152,0,0,connected,home,attached,81,NONE
1788894773,1383,1427.3,0,556,915,47210,87580,1484,11,571,32,32,0,0,147849,active,0,158,0,0,connected,home,attached,81,NONE
1788894778,1389,1432.5,0,556,920,47210,88060,1489,11,571,32,32,0,0,153122,active,0,163,0,0,connected,home,attached,81,NONE
1788894783,1394,1437.8,0,556,924,47210,88444,1493,11,571,32,32,0,0,158394,active,0,167,0,0,connected,home,attached,81,NONE
1788894788,1399,1443.1,0,556,930,47210,89020,1499,11,571,32,32,0,0,163670,active,0,173,0,0,connected,home,attached,81,NONE
1788894794,1405,1448.4,0,556,935,47210,89500,1504,11,571,32,32,0,0,168936,active,0,178,0,0,connected,home,attached,81,NONE
1788894799,1410,1453.6,0,556,940,47210,89980,1509,11,571,32,32,0,0,174210,active,0,183,0,0,connected,home,attached,81,NONE
1788894804,1415,1458.9,0,556,945,47210,90460,1514,11,571,32,32,0,0,179481,active,0,188,0,0,connected,home,attached,81,NONE
1788894810,1420,1464.2,0,557,946,47314,90556,1517,11,572,32,32,0,0,411,active,None,None,None,None,registered,home,attached,81,NONE
1788894812,1423,1466.4,0,557,946,47314,90556,1517,13,572,32,32,0,0,2676,active,0,0,0,0,connected,home,attached,81,NONE
1788894814,1425,1468.7,0,557,950,47314,90940,1522,13,572,32,32,0,0,7948,active,0,4,0,0,connected,home,attached,81,NONE
1788894819,1430,1473.9,0,557,955,47314,91420,1527,13,572,32,32,0,0,13179,active,0,9,0,0,connected,home,attached,81,NONE
1788894825,1435,1479.2,0,557,960,47314,91900,1532,13,572,32,32,0,0,18441,active,0,14,0,0,connected,home,attached,81,NONE
1788894830,1441,1484.4,0,557,965,47314,92380,1537,13,572,32,32,0,0,23669,active,0,19,0,0,connected,home,attached,81,NONE
1788894835,1446,1489.7,0,557,970,47314,92860,1542,13,572,32,32,0,0,28948,active,0,24,0,0,connected,home,attached,81,NONE
1788894840,1451,1494.9,0,557,975,47314,93340,1547,13,572,32,32,0,0,34182,active,0,29,0,0,connected,home,attached,81,NONE
1788894846,1456,1500.2,0,557,980,47314,93820,1552,13,572,32,32,0,0,39457,active,0,34,0,0,connected,home,attached,81,NONE
1788894851,1462,1505.5,0,557,985,47314,94300,1557,13,572,32,32,0,0,44742,active,0,39,0,0,connected,home,attached,81,NONE
1788894856,1467,1510.8,0,557,991,47314,94876,1563,13,572,32,32,0,0,50020,active,0,45,0,0,connected,home,attached,81,NONE
1788894861,1472,1516.0,0,557,995,47314,95260,1567,13,572,32,32,0,0,55273,active,0,49,0,0,connected,home,attached,81,NONE
1788894867,1478,1521.2,0,557,1000,47314,95740,1572,13,572,32,32,0,0,60516,active,0,54,0,0,connected,home,attached,81,NONE
1788894872,1483,1526.5,0,557,1005,47314,96220,1577,13,572,32,32,0,0,65782,active,0,59,0,0,connected,home,attached,81,NONE
1788894877,1488,1531.8,0,557,1011,47314,96796,1583,13,572,32,32,0,0,71050,active,0,65,0,0,connected,home,attached,81,NONE
1788894882,1493,1537.1,0,557,1015,47314,97180,1587,13,572,32,32,0,0,76325,active,0,69,0,0,connected,home,attached,81,NONE
1788894888,1499,1542.3,0,557,1020,47314,97660,1592,13,572,32,32,0,0,81588,active,0,74,0,0,connected,home,attached,81,NONE
1788894893,1504,1547.5,0,557,1027,47314,98344,1599,13,572,32,32,0,0,86803,active,0,80,0,0,connected,home,attached,81,NONE
1788894898,1509,1552.8,0,557,1034,47314,99000,1606,13,572,32,32,0,0,92064,active,0,87,0,0,connected,home,attached,81,NONE
1788894903,1514,1558.1,0,557,1039,47314,99472,1611,13,572,32,32,0,0,97341,active,0,92,0,0,connected,home,attached,81,NONE
1788894909,1520,1563.3,0,557,1045,47314,100048,1617,13,572,32,32,0,0,102617,active,0,98,0,0,connected,home,attached,81,NONE
1788894914,1525,1568.6,0,557,1050,47314,100528,1622,13,572,32,32,0,0,107880,active,0,103,0,0,connected,home,attached,81,NONE
1788894919,1530,1573.9,0,557,1081,47314,103432,1649,13,572,32,32,0,0,113158,active,0,128,0,0,connected,home,attached,81,NONE
1788894925,1535,1579.1,0,557,1091,47314,104392,1659,13,572,32,32,0,0,118385,active,0,138,0,0,connected,home,attached,81,NONE
1788894930,1541,1584.3,0,557,1102,47314,105448,1670,13,572,32,32,0,0,123606,active,0,149,0,0,connected,home,attached,81,NONE
1788894935,1546,1589.6,0,557,1113,47314,106504,1681,13,572,32,32,0,0,128899,active,0,160,0,0,connected,home,attached,81,NONE
1788894940,1551,1594.9,0,557,1122,47314,107368,1690,13,572,32,32,0,0,134168,active,0,169,0,0,connected,home,attached,81,NONE
1788894946,1556,1600.2,0,557,1133,47314,108424,1701,13,572,32,32,0,0,139441,active,0,180,0,0,connected,home,attached,81,NONE
1788894951,1562,1605.5,0,557,1144,47314,109480,1712,13,572,32,32,0,0,144714,active,0,191,0,0,connected,home,attached,81,NONE
1788894956,1567,1610.7,0,557,1154,47314,110440,1722,13,572,32,32,0,0,149978,active,0,201,0,0,connected,home,attached,81,NONE
1788894961,1572,1616.0,0,557,1164,47314,111400,1732,13,572,32,32,0,0,155252,active,0,211,0,0,connected,home,attached,81,NONE
1788894967,1577,1621.3,0,557,1174,47314,112360,1742,13,572,32,32,0,0,160519,active,0,221,0,0,connected,home,attached,81,NONE
1788894972,1583,1626.5,0,557,1185,47314,113416,1753,13,572,32,32,0,0,165805,active,0,232,0,0,connected,home,attached,81,NONE
1788894977,1588,1631.8,0,557,1195,47314,114376,1763,13,572,32,32,0,0,171067,active,0,242,0,0,connected,home,attached,81,NONE
1788894982,1593,1637.1,0,557,1205,47314,115336,1773,13,572,32,32,0,0,176336,active,0,252,0,0,connected,home,attached,81,NONE
1788894988,1599,1642.3,0,558,1215,47418,116296,1785,13,573,32,32,0,0,236,active,None,None,None,None,registered,home,attached,81,NONE
1788894993,1604,1647.6,0,558,1215,47418,116296,1785,14,573,32,32,0,0,2489,suspended,0,0,0,0,connected,home,attached,81,NONE
1788894995,1606,1649.8,0,558,1220,47418,116776,1791,15,573,32,32,0,0,7716,active,0,5,0,0,connected,home,attached,81,NONE
1788895000,1611,1655.1,0,558,1225,47418,117256,1796,15,573,32,32,0,0,12995,active,0,10,0,0,connected,home,attached,81,NONE
1788895006,1617,1660.3,0,558,1229,47418,117640,1800,15,573,32,32,0,0,18268,active,0,14,0,0,connected,home,attached,81,NONE
1788895011,1622,1665.6,0,558,1234,47418,118120,1805,15,573,32,32,0,0,23547,active,0,19,0,0,connected,home,attached,81,NONE
1788895016,1627,1670.8,0,558,1240,47418,118696,1811,15,573,32,32,0,0,28776,active,0,25,0,0,connected,home,attached,81,NONE
1788895021,1632,1676.1,0,558,1244,47418,119080,1815,15,573,32,32,0,0,34038,active,0,29,0,0,connected,home,attached,81,NONE
1788895027,1638,1681.3,0,558,1249,47418,119560,1820,15,573,32,32,0,0,39277,active,0,34,0,0,connected,home,attached,81,NONE
1788895032,1643,1686.6,0,558,1255,47418,120136,1826,15,573,32,32,0,0,44539,active,0,40,0,0,connected,home,attached,81,NONE
1788895037,1648,1691.8,0,558,1260,47418,120616,1831,15,573,32,32,0,0,49769,active,0,45,0,0,connected,home,attached,81,NONE
1788895042,1653,1697.1,0,558,1264,47418,121000,1835,15,573,32,32,0,0,54999,active,0,49,0,0,connected,home,attached,81,NONE
1788895048,1659,1702.3,0,558,1270,47418,121576,1841,15,573,32,32,0,0,60228,active,0,55,0,0,connected,home,attached,81,NONE
1788895053,1664,1707.6,0,558,1275,47418,122056,1846,15,573,32,32,0,0,65501,active,0,60,0,0,connected,home,attached,81,NONE
1788895058,1669,1712.8,0,558,1280,47418,122536,1851,15,573,32,32,0,0,70767,active,0,65,0,0,connected,home,attached,81,NONE
1788895063,1674,1718.1,0,558,1284,47418,122920,1855,15,573,32,32,0,0,76001,active,0,69,0,0,connected,home,attached,81,NONE
1788895069,1680,1723.3,0,558,1290,47418,123496,1861,15,573,32,32,0,0,81245,active,0,75,0,0,connected,home,attached,81,NONE
1788895074,1685,1728.5,0,558,1295,47418,123976,1866,15,573,32,32,0,0,86475,active,0,80,0,0,connected,home,attached,81,NONE
1788895079,1690,1733.8,0,558,1299,47418,124360,1870,15,573,32,32,0,0,91742,active,0,84,0,0,connected,home,attached,81,NONE
1788895084,1695,1739.0,0,558,1305,47418,124936,1876,15,573,32,32,0,0,96983,active,0,90,0,0,connected,home,attached,81,NONE
1788895090,1701,1744.3,0,558,1310,47418,125416,1881,15,573,32,32,0,0,102261,active,0,95,0,0,connected,home,attached,81,NONE
1788895095,1706,1749.6,0,558,1315,47418,125896,1886,15,573,32,32,0,0,107532,active,0,100,0,0,connected,home,attached,81,NONE
1788895100,1711,1754.8,0,558,1320,47418,126376,1891,15,573,32,32,0,0,112771,active,0,105,0,0,connected,home,attached,81,NONE
1788895105,1716,1760.1,0,558,1325,47418,126856,1896,15,573,32,32,0,0,118006,active,0,110,0,0,connected,home,attached,81,NONE
1788895111,1722,1765.4,0,558,1330,47418,127336,1901,15,573,32,32,0,0,123287,active,0,115,0,0,connected,home,attached,81,NONE
1788895116,1727,1770.6,0,558,1335,47418,127816,1906,15,573,32,32,0,0,128502,active,0,120,0,0,connected,home,attached,81,NONE
1788895121,1732,1775.8,0,558,1340,47418,128296,1911,15,573,32,32,0,0,133741,active,0,125,0,0,connected,home,attached,81,NONE
1788895126,1737,1781.1,0,558,1345,47418,128776,1916,15,573,32,32,0,0,139069,active,0,130,0,0,connected,home,attached,81,NONE
1788895132,1743,1786.4,0,558,1350,47418,129256,1921,15,573,32,32,0,0,144357,active,0,135,0,0,connected,home,attached,81,NONE
1788895137,1748,1791.7,0,558,1355,47418,129736,1926,15,573,32,32,0,0,149623,active,0,140,0,0,connected,home,attached,81,NONE
1788895142,1753,1797.0,0,558,1360,47418,130216,1931,15,573,32,32,0,0,154897,active,0,145,0,0,connected,home,attached,81,NONE
1788895148,1758,1802.2,0,558,1365,47418,130696,1936,15,573,32,32,0,0,160184,active,0,150,0,0,connected,home,attached,81,NONE
1788895153,1764,1807.5,0,558,1371,47418,131272,1942,15,573,32,32,0,0,165477,active,0,156,0,0,connected,home,attached,81,NONE
1788895158,1769,1812.8,0,558,1375,47418,131656,1946,15,573,32,32,0,0,170763,active,0,160,0,0,connected,home,attached,81,NONE
1788895163,1774,1818.1,0,558,1380,47418,132136,1951,15,573,32,32,0,0,176036,active,0,165,0,0,connected,home,attached,81,NONE
1788895169,1780,1823.4,0,558,1386,47418,132712,1957,15,573,32,32,0,0,181287,active,None,None,None,None,registered,home,attached,81,NONE
1788895174,1785,1828.6,0,559,1386,47522,132712,1959,16,574,32,32,0,0,2266,suspended,0,0,0,0,connected,home,attached,81,NONE
1788895176,1787,1831.0,0,559,1394,47522,133468,1968,17,574,32,32,0,0,7592,active,0,7,0,0,connected,home,attached,81,NONE
1788895182,1792,1836.2,0,559,1398,47522,133852,1972,17,574,32,32,0,0,12834,active,0,11,0,0,connected,home,attached,81,NONE
1788895187,1798,1841.5,0,559,1404,47522,134428,1978,17,574,32,32,0,0,18102,active,0,17,0,0,connected,home,attached,81,NONE
